business_id,month,category,amount
UAE_050,2023-04,Marketing,14876
UAE_050,2023-05,Rent,2660
UAE_050,2023-05,Salaries,4789
UAE_050,2023-05,Utilities & Tech,1596
UAE_050,2023-05,Marketing,8422
UAE_050,2023-06,Rent,1960
UAE_050,2023-06,Salaries,3528
UAE_050,2023-06,Utilities & Tech,1176
UAE_050,2023-06,Marketing,6028
UAE_050,2023-07,Rent,4869
UAE_050,2023-07,Salaries,8764
UAE_050,2023-07,Utilities & Tech,2921
UAE_050,2023-07,Marketing,16504
UAE_050,2023-08,Rent,5250
UAE_050,2023-08,Salaries,9450
UAE_050,2023-08,Utilities & Tech,3150
UAE_050,2023-08,Marketing,13359
UAE_050,2023-09,Rent,2999
UAE_050,2023-09,Salaries,5398
UAE_050,2023-09,Utilities & Tech,1799
UAE_050,2023-09,Marketing,10473
UAE_050,2023-10,Rent,2310
UAE_050,2023-10,Salaries,4158
UAE_050,2023-10,Utilities & Tech,1386
UAE_050,2023-10,Marketing,7225
UAE_050,2023-11,Rent,6652
UAE_050,2023-11,Salaries,11973
UAE_050,2023-11,Utilities & Tech,3991
UAE_050,2023-11,Marketing,14239
UAE_050,2023-12,Rent,3568
UAE_050,2023-12,Salaries,6422
UAE_050,2023-12,Utilities & Tech,2140
UAE_050,2023-12,Marketing,12237
UAE_050,2024-01,Rent,4240
UAE_050,2024-01,Salaries,7632
UAE_050,2024-01,Utilities & Tech,2544
UAE_050,2024-01,Marketing,13564
UAE_050,2024-02,Rent,5033
UAE_050,2024-02,Salaries,9060
UAE_050,2024-02,Utilities & Tech,3020
UAE_050,2024-02,Marketing,12977
UAE_050,2024-03,Rent,5657
UAE_050,2024-03,Salaries,10183
UAE_050,2024-03,Utilities & Tech,3394
UAE_050,2024-03,Marketing,13497
UAE_050,2024-04,Rent,5043
UAE_050,2024-04,Salaries,9078
UAE_050,2024-04,Utilities & Tech,3026
UAE_050,2024-04,Marketing,16874
UAE_050,2024-05,Rent,5458
UAE_050,2024-05,Salaries,9825
UAE_050,2024-05,Utilities & Tech,3275
UAE_050,2024-05,Marketing,13893
UAE_050,2024-06,Rent,2749
UAE_050,2024-06,Salaries,4948
UAE_050,2024-06,Utilities & Tech,1649
UAE_050,2024-06,Marketing,6806
UAE_050,2024-07,Rent,2972
UAE_050,2024-07,Salaries,5350
UAE_050,2024-07,Utilities & Tech,1783
UAE_050,2024-07,Marketing,8516
UAE_050,2024-08,Rent,9624
UAE_050,2024-08,Salaries,17323
UAE_050,2024-08,Utilities & Tech,5774
UAE_050,2024-08,Marketing,19311
UAE_050,2024-09,Rent,4396
UAE_050,2024-09,Salaries,7913
UAE_050,2024-09,Utilities & Tech,2637
UAE_050,2024-09,Marketing,9753
UAE_050,2024-10,Rent,4452
UAE_050,2024-10,Salaries,8014
UAE_050,2024-10,Utilities & Tech,2671
UAE_050,2024-10,Marketing,15057
UAE_050,2024-11,Rent,7483
UAE_050,2024-11,Salaries,13469
UAE_050,2024-11,Utilities & Tech,4489
UAE_050,2024-11,Marketing,15804
UAE_050,2024-12,Rent,1601
UAE_050,2024-12,Salaries,2882
UAE_050,2024-12,Utilities & Tech,960
UAE_050,2024-12,Marketing,5486
UAE_050,2025-01,Rent,3283
UAE_050,2025-01,Salaries,5910
UAE_050,2025-01,Utilities & Tech,1970
UAE_050,2025-01,Marketing,12062
UAE_050,2025-02,Rent,2261
UAE_050,2025-02,Salaries,4070
UAE_050,2025-02,Utilities & Tech,1356
UAE_050,2025-02,Marketing,7734
UAE_050,2025-03,Rent,3367
UAE_050,2025-03,Salaries,6060
UAE_050,2025-03,Utilities & Tech,2020
UAE_050,2025-03,Marketing,10064
UAE_050,2025-04,Rent,4391
UAE_050,2025-04,Salaries,7904
UAE_050,2025-04,Utilities & Tech,2634
UAE_050,2025-04,Marketing,10452
UAE_050,2025-05,Rent,4435
UAE_050,2025-05,Salaries,7984
UAE_050,2025-05,Utilities & Tech,2661
UAE_050,2025-05,Marketing,15679
UAE_050,2025-06,Rent,2617
UAE_050,2025-06,Salaries,4711
UAE_050,2025-06,Utilities & Tech,1570
UAE_050,2025-06,Marketing,8378
UAE_050,2025-07,Rent,10347
UAE_050,2025-07,Salaries,18625
UAE_050,2025-07,Utilities & Tech,6208
UAE_050,2025-07,Marketing,16771
UAE_050,2025-08,Rent,9514
UAE_050,2025-08,Salaries,17125
UAE_050,2025-08,Utilities & Tech,5708
UAE_050,2025-08,Marketing,19337
UAE_050,2025-09,Rent,1983
UAE_050,2025-09,Salaries,3569
UAE_050,2025-09,Utilities & Tech,1189
UAE_050,2025-09,Marketing,4883
UAE_050,2025-10,Rent,1804
UAE_050,2025-10,Salaries,3248
UAE_050,2025-10,Utilities & Tech,1082
UAE_050,2025-10,Marketing,5233
UAE_050,2025-11,Rent,3538
UAE_050,2025-11,Salaries,6369
UAE_050,2025-11,Utilities & Tech,2123
UAE_050,2025-11,Marketing,6545
UAE_050,2025-12,Rent,4717
UAE_050,2025-12,Salaries,8491
UAE_050,2025-12,Utilities & Tech,2830
UAE_050,2025-12,Marketing,15075
UAE_051,2023-01,Rent,2274
UAE_051,2023-01,Salaries,4094
UAE_051,2023-01,Utilities & Tech,1364
UAE_051,2023-01,Marketing,8110
UAE_051,2023-02,Rent,938
UAE_051,2023-02,Salaries,1688
UAE_051,2023-02,Utilities & Tech,562
UAE_051,2023-02,Marketing,2483
UAE_051,2023-03,Rent,2639
UAE_051,2023-03,Salaries,4750
UAE_051,2023-03,Utilities & Tech,1583
UAE_051,2023-03,Marketing,8772
UAE_051,2023-04,Rent,2274
UAE_051,2023-04,Salaries,4093
UAE_051,2023-04,Utilities & Tech,1364
UAE_051,2023-04,Marketing,8049
UAE_051,2023-05,Rent,862
UAE_051,2023-05,Salaries,1552
UAE_051,2023-05,Utilities & Tech,517
UAE_051,2023-05,Marketing,2300
UAE_051,2023-06,Rent,2512
UAE_051,2023-06,Salaries,4522
UAE_051,2023-06,Utilities & Tech,1507
UAE_051,2023-06,Marketing,7469
UAE_051,2023-07,Rent,1995
UAE_051,2023-07,Salaries,3591
UAE_051,2023-07,Utilities & Tech,1197
UAE_051,2023-07,Marketing,5642
UAE_051,2023-08,Rent,2442
UAE_051,2023-08,Salaries,4396
UAE_051,2023-08,Utilities & Tech,1465
UAE_051,2023-08,Marketing,7678
UAE_051,2023-09,Rent,3225
UAE_051,2023-09,Salaries,5805
UAE_051,2023-09,Utilities & Tech,1935
UAE_051,2023-09,Marketing,8903
UAE_051,2023-10,Rent,2236
UAE_051,2023-10,Salaries,4026
UAE_051,2023-10,Utilities & Tech,1342
UAE_051,2023-10,Marketing,7573
UAE_051,2023-11,Rent,1024
UAE_051,2023-11,Salaries,1844
UAE_051,2023-11,Utilities & Tech,614
UAE_051,2023-11,Marketing,2472
UAE_051,2023-12,Rent,2141
UAE_051,2023-12,Salaries,3854
UAE_051,2023-12,Utilities & Tech,1284
UAE_051,2023-12,Marketing,7461
UAE_051,2024-01,Rent,974
UAE_051,2024-01,Salaries,1754
UAE_051,2024-01,Utilities & Tech,584
UAE_051,2024-01,Marketing,2694
UAE_051,2024-02,Rent,1212
UAE_051,2024-02,Salaries,2181
UAE_051,2024-02,Utilities & Tech,727
UAE_051,2024-02,Marketing,3936
UAE_051,2024-03,Rent,1898
UAE_051,2024-03,Salaries,3416
UAE_051,2024-03,Utilities & Tech,1138
UAE_051,2024-03,Marketing,6769
UAE_051,2024-04,Rent,2599
UAE_051,2024-04,Salaries,4679
UAE_051,2024-04,Utilities & Tech,1559
UAE_051,2024-04,Marketing,8853
UAE_051,2024-05,Rent,1395
UAE_051,2024-05,Salaries,2511
UAE_051,2024-05,Utilities & Tech,837
UAE_051,2024-05,Marketing,3248
UAE_051,2024-06,Rent,3093
UAE_051,2024-06,Salaries,5567
UAE_051,2024-06,Utilities & Tech,1855
UAE_051,2024-06,Marketing,9667
UAE_051,2024-07,Rent,2140
UAE_051,2024-07,Salaries,3852
UAE_051,2024-07,Utilities & Tech,1284
UAE_051,2024-07,Marketing,5500
UAE_051,2024-08,Rent,2665
UAE_051,2024-08,Salaries,4797
UAE_051,2024-08,Utilities & Tech,1599
UAE_051,2024-08,Marketing,9570
UAE_051,2024-09,Rent,1511
UAE_051,2024-09,Salaries,2721
UAE_051,2024-09,Utilities & Tech,907
UAE_051,2024-09,Marketing,3786
UAE_051,2024-10,Rent,2255
UAE_051,2024-10,Salaries,4059
UAE_051,2024-10,Utilities & Tech,1353
UAE_051,2024-10,Marketing,7712
UAE_051,2024-11,Rent,2339
UAE_051,2024-11,Salaries,4211
UAE_051,2024-11,Utilities & Tech,1403
UAE_051,2024-11,Marketing,7587
UAE_051,2024-12,Rent,1620
UAE_051,2024-12,Salaries,2916
UAE_051,2024-12,Utilities & Tech,972
UAE_051,2024-12,Marketing,5816
UAE_051,2025-01,Rent,1882
UAE_051,2025-01,Salaries,3388
UAE_051,2025-01,Utilities & Tech,1129
UAE_051,2025-01,Marketing,5935
UAE_051,2025-02,Rent,1205
UAE_051,2025-02,Salaries,2169
UAE_051,2025-02,Utilities & Tech,723
UAE_051,2025-02,Marketing,3323
UAE_051,2025-03,Rent,991
UAE_051,2025-03,Salaries,1784
UAE_051,2025-03,Utilities & Tech,594
UAE_051,2025-03,Marketing,2405
UAE_051,2025-04,Rent,1798
UAE_051,2025-04,Salaries,3236
UAE_051,2025-04,Utilities & Tech,1078
UAE_051,2025-04,Marketing,5177
UAE_051,2025-05,Rent,2381
UAE_051,2025-05,Salaries,4286
UAE_051,2025-05,Utilities & Tech,1428
UAE_051,2025-05,Marketing,8165
UAE_051,2025-06,Rent,2918
UAE_051,2025-06,Salaries,5253
UAE_051,2025-06,Utilities & Tech,1751
UAE_051,2025-06,Marketing,9583
UAE_051,2025-07,Rent,3435
UAE_051,2025-07,Salaries,6183
UAE_051,2025-07,Utilities & Tech,2061
UAE_051,2025-07,Marketing,9752
UAE_051,2025-08,Rent,3586
UAE_051,2025-08,Salaries,6454
UAE_051,2025-08,Utilities & Tech,2151
UAE_051,2025-08,Marketing,11483
UAE_051,2025-09,Rent,2782
UAE_051,2025-09,Salaries,5007
UAE_051,2025-09,Utilities & Tech,1669
UAE_051,2025-09,Marketing,10139
UAE_051,2025-10,Rent,1187
UAE_051,2025-10,Salaries,2137
UAE_051,2025-10,Utilities & Tech,712
UAE_051,2025-10,Marketing,2155
UAE_051,2025-11,Rent,2679
UAE_051,2025-11,Salaries,4823
UAE_051,2025-11,Utilities & Tech,1607
UAE_051,2025-11,Marketing,9014
UAE_051,2025-12,Rent,1965
UAE_051,2025-12,Salaries,3537
UAE_051,2025-12,Utilities & Tech,1179
UAE_051,2025-12,Marketing,6157
UAE_052,2023-01,Rent,2328
UAE_052,2023-01,Salaries,4190
UAE_052,2023-01,Utilities & Tech,1396
UAE_052,2023-01,Marketing,8424
UAE_052,2023-02,Rent,2334
UAE_052,2023-02,Salaries,4202
UAE_052,2023-02,Utilities & Tech,1400
UAE_052,2023-02,Marketing,7702
UAE_052,2023-03,Rent,2150
UAE_052,2023-03,Salaries,3870
UAE_052,2023-03,Utilities & Tech,1290
UAE_052,2023-03,Marketing,6338
UAE_052,2023-04,Rent,1215
UAE_052,2023-04,Salaries,2187
UAE_052,2023-04,Utilities & Tech,729
UAE_052,2023-04,Marketing,3139
UAE_052,2023-05,Rent,2173
UAE_052,2023-05,Salaries,3911
UAE_052,2023-05,Utilities & Tech,1303
UAE_052,2023-05,Marketing,7676
UAE_052,2023-06,Rent,1659
UAE_052,2023-06,Salaries,2987
UAE_052,2023-06,Utilities & Tech,995
UAE_052,2023-06,Marketing,5027
UAE_052,2023-07,Rent,1946
UAE_052,2023-07,Salaries,3503
UAE_052,2023-07,Utilities & Tech,1167
UAE_052,2023-07,Marketing,4868
UAE_052,2023-08,Rent,1866
UAE_052,2023-08,Salaries,3359
UAE_052,2023-08,Utilities & Tech,1119
UAE_052,2023-08,Marketing,5895
UAE_052,2023-09,Rent,4318
UAE_052,2023-09,Salaries,7772
UAE_052,2023-09,Utilities & Tech,2590
UAE_052,2023-09,Marketing,12626
UAE_052,2023-10,Rent,1044
UAE_052,2023-10,Salaries,1879
UAE_052,2023-10,Utilities & Tech,626
UAE_052,2023-10,Marketing,2868
UAE_052,2023-11,Rent,1820
UAE_052,2023-11,Salaries,3276
UAE_052,2023-11,Utilities & Tech,1092
UAE_052,2023-11,Marketing,5057
UAE_052,2023-12,Rent,1342
UAE_052,2023-12,Salaries,2416
UAE_052,2023-12,Utilities & Tech,805
UAE_052,2023-12,Marketing,3272
UAE_052,2024-01,Rent,1974
UAE_052,2024-01,Salaries,3554
UAE_052,2024-01,Utilities & Tech,1184
UAE_052,2024-01,Marketing,6365
UAE_052,2024-02,Rent,2008
UAE_052,2024-02,Salaries,3615
UAE_052,2024-02,Utilities & Tech,1205
UAE_052,2024-02,Marketing,7209
UAE_052,2024-03,Rent,2574
UAE_052,2024-03,Salaries,4633
UAE_052,2024-03,Utilities & Tech,1544
UAE_052,2024-03,Marketing,8875
UAE_052,2024-04,Rent,2955
UAE_052,2024-04,Salaries,5319
UAE_052,2024-04,Utilities & Tech,1773
UAE_052,2024-04,Marketing,9623
UAE_052,2024-05,Rent,2741
UAE_052,2024-05,Salaries,4933
UAE_052,2024-05,Utilities & Tech,1644
UAE_052,2024-05,Marketing,7755
UAE_052,2024-06,Rent,5285
UAE_052,2024-06,Salaries,9514
UAE_052,2024-06,Utilities & Tech,3171
UAE_052,2024-06,Marketing,11708
UAE_052,2024-07,Rent,2325
UAE_052,2024-07,Salaries,4185
UAE_052,2024-07,Utilities & Tech,1395
UAE_052,2024-07,Marketing,8186
UAE_052,2024-08,Rent,3008
UAE_052,2024-08,Salaries,5414
UAE_052,2024-08,Utilities & Tech,1804
UAE_052,2024-08,Marketing,9639
UAE_052,2024-09,Rent,1501
UAE_052,2024-09,Salaries,2702
UAE_052,2024-09,Utilities & Tech,900
UAE_052,2024-09,Marketing,3717
UAE_052,2024-10,Rent,2399
UAE_052,2024-10,Salaries,4318
UAE_052,2024-10,Utilities & Tech,1439
UAE_052,2024-10,Marketing,8779
UAE_052,2024-11,Rent,2527
UAE_052,2024-11,Salaries,4549
UAE_052,2024-11,Utilities & Tech,1516
UAE_052,2024-11,Marketing,7609
UAE_052,2024-12,Rent,2239
UAE_052,2024-12,Salaries,4031
UAE_052,2024-12,Utilities & Tech,1343
UAE_052,2024-12,Marketing,7078
UAE_052,2025-01,Rent,2334
UAE_052,2025-01,Salaries,4202
UAE_052,2025-01,Utilities & Tech,1400
UAE_052,2025-01,Marketing,7486
UAE_052,2025-02,Rent,2305
UAE_052,2025-02,Salaries,4149
UAE_052,2025-02,Utilities & Tech,1383
UAE_052,2025-02,Marketing,7264
UAE_052,2025-03,Rent,1193
UAE_052,2025-03,Salaries,2148
UAE_052,2025-03,Utilities & Tech,716
UAE_052,2025-03,Marketing,3529
UAE_052,2025-04,Rent,2802
UAE_052,2025-04,Salaries,5044
UAE_052,2025-04,Utilities & Tech,1681
UAE_052,2025-04,Marketing,9253
UAE_052,2025-05,Rent,3539
UAE_052,2025-05,Salaries,6370
UAE_052,2025-05,Utilities & Tech,2123
UAE_052,2025-05,Marketing,9121
UAE_052,2025-06,Rent,4875
UAE_052,2025-06,Salaries,8775
UAE_052,2025-06,Utilities & Tech,2925
UAE_052,2025-06,Marketing,13723
UAE_052,2025-07,Rent,4178
UAE_052,2025-07,Salaries,7520
UAE_052,2025-07,Utilities & Tech,2506
UAE_052,2025-07,Marketing,11336
UAE_052,2025-08,Rent,3484
UAE_052,2025-08,Salaries,6272
UAE_052,2025-08,Utilities & Tech,2090
UAE_052,2025-08,Marketing,12320
UAE_052,2025-09,Rent,3292
UAE_052,2025-09,Salaries,5926
UAE_052,2025-09,Utilities & Tech,1975
UAE_052,2025-09,Marketing,10258
UAE_052,2025-10,Rent,1883
UAE_052,2025-10,Salaries,3389
UAE_052,2025-10,Utilities & Tech,1129
UAE_052,2025-10,Marketing,6394
UAE_052,2025-11,Rent,1339
UAE_052,2025-11,Salaries,2410
UAE_052,2025-11,Utilities & Tech,803
UAE_052,2025-11,Marketing,3826
UAE_052,2025-12,Rent,2006
UAE_052,2025-12,Salaries,3612
UAE_052,2025-12,Utilities & Tech,1204
UAE_052,2025-12,Marketing,7211
UAE_053,2023-01,Rent,1987
UAE_053,2023-01,Salaries,3576
UAE_053,2023-01,Utilities & Tech,1192
UAE_053,2023-01,Marketing,7093
UAE_053,2023-02,Rent,1028
UAE_053,2023-02,Salaries,1850
UAE_053,2023-02,Utilities & Tech,616
UAE_053,2023-02,Marketing,3198
UAE_053,2023-03,Rent,3218
UAE_053,2023-03,Salaries,5793
UAE_053,2023-03,Utilities & Tech,1931
UAE_053,2023-03,Marketing,8292
UAE_053,2023-04,Rent,1480
UAE_053,2023-04,Salaries,2664
UAE_053,2023-04,Utilities & Tech,888
UAE_053,2023-04,Marketing,4600
UAE_053,2023-05,Rent,2198
UAE_053,2023-05,Salaries,3957
UAE_053,2023-05,Utilities & Tech,1319
UAE_053,2023-05,Marketing,5570
UAE_053,2023-06,Rent,4580
UAE_053,2023-06,Salaries,8244
UAE_053,2023-06,Utilities & Tech,2748
UAE_053,2023-06,Marketing,16084
UAE_053,2023-07,Rent,5046
UAE_053,2023-07,Salaries,9082
UAE_053,2023-07,Utilities & Tech,3027
UAE_053,2023-07,Marketing,14469
UAE_053,2023-08,Rent,5735
UAE_053,2023-08,Salaries,10323
UAE_053,2023-08,Utilities & Tech,3441
UAE_053,2023-08,Marketing,14534
UAE_053,2023-09,Rent,3056
UAE_053,2023-09,Salaries,5502
UAE_053,2023-09,Utilities & Tech,1834
UAE_053,2023-09,Marketing,9573
UAE_053,2023-10,Rent,3312
UAE_053,2023-10,Salaries,5962
UAE_053,2023-10,Utilities & Tech,1987
UAE_053,2023-10,Marketing,9937
UAE_053,2023-11,Rent,5124
UAE_053,2023-11,Salaries,9224
UAE_053,2023-11,Utilities & Tech,3074
UAE_053,2023-11,Marketing,12636
UAE_053,2023-12,Rent,3949
UAE_053,2023-12,Salaries,7109
UAE_053,2023-12,Utilities & Tech,2369
UAE_053,2023-12,Marketing,12832
UAE_053,2024-01,Rent,2941
UAE_053,2024-01,Salaries,5294
UAE_053,2024-01,Utilities & Tech,1764
UAE_053,2024-01,Marketing,9919
UAE_053,2024-02,Rent,3273
UAE_053,2024-02,Salaries,5892
UAE_053,2024-02,Utilities & Tech,1964
UAE_053,2024-02,Marketing,8032
UAE_053,2024-03,Rent,1356
UAE_053,2024-03,Salaries,2441
UAE_053,2024-03,Utilities & Tech,813
UAE_053,2024-03,Marketing,4105
UAE_053,2024-04,Rent,4516
UAE_053,2024-04,Salaries,8130
UAE_053,2024-04,Utilities & Tech,2710
UAE_053,2024-04,Marketing,12212
UAE_053,2024-05,Rent,3101
UAE_053,2024-05,Salaries,5583
UAE_053,2024-05,Utilities & Tech,1861
UAE_053,2024-05,Marketing,10508
UAE_053,2024-06,Rent,5101
UAE_053,2024-06,Salaries,9183
UAE_053,2024-06,Utilities & Tech,3061
UAE_053,2024-06,Marketing,12363
UAE_053,2024-07,Rent,3757
UAE_053,2024-07,Salaries,6763
UAE_053,2024-07,Utilities & Tech,2254
UAE_053,2024-07,Marketing,11605
UAE_053,2024-08,Rent,3713
UAE_053,2024-08,Salaries,6684
UAE_053,2024-08,Utilities & Tech,2228
UAE_053,2024-08,Marketing,13680
UAE_053,2024-09,Rent,1945
UAE_053,2024-09,Salaries,3501
UAE_053,2024-09,Utilities & Tech,1167
UAE_053,2024-09,Marketing,5804
UAE_053,2024-10,Rent,2617
UAE_053,2024-10,Salaries,4711
UAE_053,2024-10,Utilities & Tech,1570
UAE_053,2024-10,Marketing,8979
UAE_053,2024-11,Rent,1595
UAE_053,2024-11,Salaries,2871
UAE_053,2024-11,Utilities & Tech,957
UAE_053,2024-11,Marketing,3567
UAE_053,2024-12,Rent,1070
UAE_053,2024-12,Salaries,1926
UAE_053,2024-12,Utilities & Tech,642
UAE_053,2024-12,Marketing,3300
UAE_053,2025-01,Rent,2713
UAE_053,2025-01,Salaries,4883
UAE_053,2025-01,Utilities & Tech,1627
UAE_053,2025-01,Marketing,9737
UAE_053,2025-02,Rent,2919
UAE_053,2025-02,Salaries,5254
UAE_053,2025-02,Utilities & Tech,1751
UAE_053,2025-02,Marketing,9713
UAE_053,2025-03,Rent,2841
UAE_053,2025-03,Salaries,5115
UAE_053,2025-03,Utilities & Tech,1705
UAE_053,2025-03,Marketing,8166
UAE_053,2025-04,Rent,2289
UAE_053,2025-04,Salaries,4120
UAE_053,2025-04,Utilities & Tech,1373
UAE_053,2025-04,Marketing,7974
UAE_053,2025-05,Rent,2697
UAE_053,2025-05,Salaries,4855
UAE_053,2025-05,Utilities & Tech,1618
UAE_053,2025-05,Marketing,7952
UAE_053,2025-06,Rent,3909
UAE_053,2025-06,Salaries,7037
UAE_053,2025-06,Utilities & Tech,2345
UAE_053,2025-06,Marketing,12911
UAE_053,2025-07,Rent,4474
UAE_053,2025-07,Salaries,8054
UAE_053,2025-07,Utilities & Tech,2684
UAE_053,2025-07,Marketing,10526
UAE_053,2025-08,Rent,4740
UAE_053,2025-08,Salaries,8533
UAE_053,2025-08,Utilities & Tech,2844
UAE_053,2025-08,Marketing,14539
UAE_053,2025-09,Rent,2050
UAE_053,2025-09,Salaries,3690
UAE_053,2025-09,Utilities & Tech,1230
UAE_053,2025-09,Marketing,4014
UAE_053,2025-10,Rent,3574
UAE_053,2025-10,Salaries,6434
UAE_053,2025-10,Utilities & Tech,2144
UAE_053,2025-10,Marketing,10068
UAE_053,2025-11,Rent,3374
UAE_053,2025-11,Salaries,6074
UAE_053,2025-11,Utilities & Tech,2024
UAE_053,2025-11,Marketing,10335
UAE_053,2025-12,Rent,3084
UAE_053,2025-12,Salaries,5552
UAE_053,2025-12,Utilities & Tech,1850
UAE_053,2025-12,Marketing,8660
UAE_054,2023-01,Rent,1817
UAE_054,2023-01,Salaries,3271
UAE_054,2023-01,Utilities & Tech,1090
UAE_054,2023-01,Marketing,6485
UAE_054,2023-02,Rent,1418
UAE_054,2023-02,Salaries,2553
UAE_054,2023-02,Utilities & Tech,851
UAE_054,2023-02,Marketing,3412
UAE_054,2023-03,Rent,1244
UAE_054,2023-03,Salaries,2239
UAE_054,2023-03,Utilities & Tech,746
UAE_054,2023-03,Marketing,4233
UAE_054,2023-04,Rent,3005
UAE_054,2023-04,Salaries,5410
UAE_054,2023-04,Utilities & Tech,1803
UAE_054,2023-04,Marketing,10842
UAE_054,2023-05,Rent,1535
UAE_054,2023-05,Salaries,2763
UAE_054,2023-05,Utilities & Tech,921
UAE_054,2023-05,Marketing,3818
UAE_054,2023-06,Rent,1501
UAE_054,2023-06,Salaries,2702
UAE_054,2023-06,Utilities & Tech,900
UAE_054,2023-06,Marketing,4505
UAE_054,2023-07,Rent,3993
UAE_054,2023-07,Salaries,7187
UAE_054,2023-07,Utilities & Tech,2395
UAE_054,2023-07,Marketing,9744
UAE_054,2023-08,Rent,1513
UAE_054,2023-08,Salaries,2724
UAE_054,2023-08,Utilities & Tech,908
UAE_054,2023-08,Marketing,3663
UAE_054,2023-09,Rent,3211
UAE_054,2023-09,Salaries,5779
UAE_054,2023-09,Utilities & Tech,1926
UAE_054,2023-09,Marketing,8267
UAE_054,2023-10,Rent,2632
UAE_054,2023-10,Salaries,4738
UAE_054,2023-10,Utilities & Tech,1579
UAE_054,2023-10,Marketing,9858
UAE_054,2023-11,Rent,2407
UAE_054,2023-11,Salaries,4333
UAE_054,2023-11,Utilities & Tech,1444
UAE_054,2023-11,Marketing,7886
UAE_054,2023-12,Rent,1792
UAE_054,2023-12,Salaries,3226
UAE_054,2023-12,Utilities & Tech,1075
UAE_054,2023-12,Marketing,6170
UAE_054,2024-01,Rent,1427
UAE_054,2024-01,Salaries,2569
UAE_054,2024-01,Utilities & Tech,856
UAE_054,2024-01,Marketing,3736
UAE_054,2024-02,Rent,2668
UAE_054,2024-02,Salaries,4802
UAE_054,2024-02,Utilities & Tech,1600
UAE_054,2024-02,Marketing,9886
UAE_054,2024-03,Rent,1356
UAE_054,2024-03,Salaries,2440
UAE_054,2024-03,Utilities & Tech,813
UAE_054,2024-03,Marketing,4459
UAE_054,2024-04,Rent,3528
UAE_054,2024-04,Salaries,6350
UAE_054,2024-04,Utilities & Tech,2116
UAE_054,2024-04,Marketing,10492
UAE_054,2024-05,Rent,3928
UAE_054,2024-05,Salaries,7071
UAE_054,2024-05,Utilities & Tech,2357
UAE_054,2024-05,Marketing,12493
UAE_054,2024-06,Rent,984
UAE_054,2024-06,Salaries,1771
UAE_054,2024-06,Utilities & Tech,590
UAE_054,2024-06,Marketing,2975
UAE_054,2024-07,Rent,3498
UAE_054,2024-07,Salaries,6296
UAE_054,2024-07,Utilities & Tech,2098
UAE_054,2024-07,Marketing,11470
UAE_054,2024-08,Rent,1805
UAE_054,2024-08,Salaries,3249
UAE_054,2024-08,Utilities & Tech,1083
UAE_054,2024-08,Marketing,5703
UAE_054,2024-09,Rent,1145
UAE_054,2024-09,Salaries,2061
UAE_054,2024-09,Utilities & Tech,687
UAE_054,2024-09,Marketing,3408
UAE_054,2024-10,Rent,914
UAE_054,2024-10,Salaries,1646
UAE_054,2024-10,Utilities & Tech,548
UAE_054,2024-10,Marketing,2867
UAE_054,2024-11,Rent,2819
UAE_054,2024-11,Salaries,5074
UAE_054,2024-11,Utilities & Tech,1691
UAE_054,2024-11,Marketing,9226
UAE_054,2024-12,Rent,1149
UAE_054,2024-12,Salaries,2069
UAE_054,2024-12,Utilities & Tech,689
UAE_054,2024-12,Marketing,3580
UAE_054,2025-01,Rent,1594
UAE_054,2025-01,Salaries,2870
UAE_054,2025-01,Utilities & Tech,956
UAE_054,2025-01,Marketing,5488
UAE_054,2025-02,Rent,2184
UAE_054,2025-02,Salaries,3932
UAE_054,2025-02,Utilities & Tech,1310
UAE_054,2025-02,Marketing,8090
UAE_054,2025-03,Rent,3027
UAE_054,2025-03,Salaries,5449
UAE_054,2025-03,Utilities & Tech,1816
UAE_054,2025-03,Marketing,10296
UAE_054,2025-04,Rent,1518
UAE_054,2025-04,Salaries,2732
UAE_054,2025-04,Utilities & Tech,910
UAE_054,2025-04,Marketing,4620
UAE_054,2025-05,Rent,2140
UAE_054,2025-05,Salaries,3853
UAE_054,2025-05,Utilities & Tech,1284
UAE_054,2025-05,Marketing,5334
UAE_054,2025-06,Rent,3325
UAE_054,2025-06,Salaries,5985
UAE_054,2025-06,Utilities & Tech,1995
UAE_054,2025-06,Marketing,9355
UAE_054,2025-07,Rent,2679
UAE_054,2025-07,Salaries,4822
UAE_054,2025-07,Utilities & Tech,1607
UAE_054,2025-07,Marketing,7958
UAE_054,2025-08,Rent,5318
UAE_054,2025-08,Salaries,9573
UAE_054,2025-08,Utilities & Tech,3191
UAE_054,2025-08,Marketing,12300
UAE_054,2025-09,Rent,2950
UAE_054,2025-09,Salaries,5311
UAE_054,2025-09,Utilities & Tech,1770
UAE_054,2025-09,Marketing,8242
UAE_054,2025-10,Rent,2026
UAE_054,2025-10,Salaries,3647
UAE_054,2025-10,Utilities & Tech,1215
UAE_054,2025-10,Marketing,6654
UAE_054,2025-11,Rent,2812
UAE_054,2025-11,Salaries,5061
UAE_054,2025-11,Utilities & Tech,1687
UAE_054,2025-11,Marketing,8982
UAE_054,2025-12,Rent,2320
UAE_054,2025-12,Salaries,4176
UAE_054,2025-12,Utilities & Tech,1392
UAE_054,2025-12,Marketing,8247
UAE_055,2023-01,Rent,960
UAE_055,2023-01,Salaries,1728
UAE_055,2023-01,Utilities & Tech,576
UAE_055,2023-01,Marketing,2749
UAE_055,2023-02,Rent,1713
