business_id,product_id,category,price,cost,launch_date
UAE_147,P_UAE_147_2,Services,1294,665,2022-01-01
UAE_147,P_UAE_147_3,Services,783,498,2022-01-01
UAE_148,P_UAE_148_1,Services,1679,906,2022-01-01
UAE_148,P_UAE_148_2,Services,3823,1586,2022-01-01
UAE_149,P_UAE_149_1,Retail,1710,1025,2022-01-01
UAE_149,P_UAE_149_2,Retail,12648,5539,2022-01-01
UAE_149,P_UAE_149_3,Retail,5712,2475,2022-01-01
UAE_150,P_UAE_150_1,Retail,557,243,2022-01-01
UAE_150,P_UAE_150_2,Retail,1090,487,2022-01-01
UAE_150,P_UAE_150_3,Retail,426,192,2022-01-01
UAE_151,P_UAE_151_1,Retail,3221,1347,2022-01-01
UAE_151,P_UAE_151_2,Retail,3070,1863,2022-01-01
UAE_151,P_UAE_151_3,Retail,1838,1117,2022-01-01
UAE_151,P_UAE_151_4,Retail,392,265,2022-01-01
UAE_152,P_UAE_152_1,Manufacturing,84291,47698,2022-01-01
UAE_152,P_UAE_152_2,Manufacturing,36129,20922,2022-01-01
UAE_153,P_UAE_153_1,Retail,2201,880,2022-01-01
UAE_153,P_UAE_153_2,Retail,203,126,2022-01-01
UAE_154,P_UAE_154_1,Retail,1382,745,2022-01-01
UAE_154,P_UAE_154_2,Retail,1928,1080,2022-01-01
UAE_154,P_UAE_154_3,Retail,1037,517,2022-01-01
UAE_155,P_UAE_155_1,Manufacturing,5420,2778,2022-01-01
UAE_155,P_UAE_155_2,Manufacturing,714,498,2022-01-01
UAE_156,P_UAE_156_1,Retail,1006,639,2022-01-01
UAE_156,P_UAE_156_2,Retail,2437,1331,2022-01-01
UAE_156,P_UAE_156_3,Retail,2282,1596,2022-01-01
UAE_156,P_UAE_156_4,Retail,1486,700,2022-01-01
UAE_157,P_UAE_157_1,Retail,14095,5169,2022-01-01
UAE_157,P_UAE_157_2,Retail,2324,1146,2022-01-01
UAE_158,P_UAE_158_1,Services,5802,2986,2022-01-01
UAE_158,P_UAE_158_2,Services,8478,3959,2022-01-01
UAE_158,P_UAE_158_3,Services,4390,2051,2022-01-01
UAE_159,P_UAE_159_1,Retail,763,507,2022-01-01
UAE_159,P_UAE_159_2,Retail,106,72,2022-01-01
UAE_160,P_UAE_160_1,Retail,5678,3745,2022-01-01
UAE_160,P_UAE_160_2,Retail,16775,6571,2022-01-01
UAE_160,P_UAE_160_3,Retail,18991,8302,2022-01-01
UAE_161,P_UAE_161_1,Retail,1641,578,2022-01-01
UAE_161,P_UAE_161_2,Retail,1474,540,2022-01-01
UAE_161,P_UAE_161_3,Retail,986,653,2022-01-01
UAE_161,P_UAE_161_4,Retail,343,131,2022-01-01
UAE_162,P_UAE_162_1,Retail,637,384,2022-01-01
UAE_162,P_UAE_162_2,Retail,2571,1622,2022-01-01
UAE_162,P_UAE_162_3,Retail,269,98,2022-01-01
UAE_163,P_UAE_163_1,Retail,2432,857,2022-01-01
UAE_163,P_UAE_163_2,Retail,1351,560,2022-01-01
UAE_164,P_UAE_164_1,Services,1990,811,2022-01-01
UAE_164,P_UAE_164_2,Services,443,208,2022-01-01
UAE_165,P_UAE_165_1,Retail,1187,701,2022-01-01
UAE_165,P_UAE_165_2,Retail,1553,751,2022-01-01
UAE_166,P_UAE_166_1,Retail,446,281,2022-01-01
UAE_166,P_UAE_166_2,Retail,551,235,2022-01-01
UAE_166,P_UAE_166_3,Retail,2139,1037,2022-01-01
UAE_167,P_UAE_167_1,Retail,1377,521,2022-01-01
UAE_167,P_UAE_167_2,Retail,4022,1640,2022-01-01
UAE_168,P_UAE_168_1,Services,5396,2560,2022-01-01
UAE_168,P_UAE_168_2,Services,2935,1273,2022-01-01
UAE_168,P_UAE_168_3,Services,7458,3234,2022-01-01
UAE_168,P_UAE_168_4,Services,5356,1917,2022-01-01
UAE_169,P_UAE_169_1,Retail,1932,1287,2022-01-01
UAE_169,P_UAE_169_2,Retail,1505,702,2022-01-01
UAE_170,P_UAE_170_1,Retail,10875,7241,2022-01-01
UAE_170,P_UAE_170_2,Retail,13896,5630,2022-01-01
UAE_170,P_UAE_170_3,Retail,11739,4565,2022-01-01
UAE_171,P_UAE_171_1,Retail,4340,2019,2022-01-01
UAE_171,P_UAE_171_2,Retail,959,370,2022-01-01
UAE_172,P_UAE_172_1,Retail,2543,961,2022-01-01
UAE_172,P_UAE_172_2,Retail,715,380,2022-01-01
UAE_173,P_UAE_173_1,Retail,1467,728,2022-01-01
UAE_173,P_UAE_173_2,Retail,1715,857,2022-01-01
UAE_174,P_UAE_174_1,Retail,2587,1719,2022-01-01
UAE_174,P_UAE_174_2,Retail,1726,659,2022-01-01
UAE_175,P_UAE_175_1,Services,3336,1598,2022-01-01
UAE_175,P_UAE_175_2,Services,1614,849,2022-01-01
UAE_176,P_UAE_176_1,Services,695,428,2022-01-01
UAE_176,P_UAE_176_2,Services,3090,1348,2022-01-01
UAE_176,P_UAE_176_3,Services,797,336,2022-01-01
UAE_176,P_UAE_176_4,Services,1970,742,2022-01-01
UAE_177,P_UAE_177_1,Manufacturing,11203,7649,2022-01-01
UAE_177,P_UAE_177_2,Manufacturing,4060,2497,2022-01-01
UAE_177,P_UAE_177_3,Manufacturing,7567,4231,2022-01-01
UAE_177,P_UAE_177_4,Manufacturing,11014,6912,2022-01-01
UAE_178,P_UAE_178_1,Services,1352,830,2022-01-01
UAE_178,P_UAE_178_2,Services,2035,1367,2022-01-01
UAE_178,P_UAE_178_3,Services,1262,667,2022-01-01
UAE_179,P_UAE_179_1,Retail,2837,1836,2022-01-01
UAE_179,P_UAE_179_2,Retail,2256,1061,2022-01-01
UAE_180,P_UAE_180_1,Services,2274,800,2022-01-01
UAE_180,P_UAE_180_2,Services,2693,1534,2022-01-01
UAE_180,P_UAE_180_3,Services,2201,1469,2022-01-01
UAE_180,P_UAE_180_4,Services,1773,698,2022-01-01
UAE_181,P_UAE_181_1,Retail,107,52,2022-01-01
UAE_181,P_UAE_181_2,Retail,1614,935,2022-01-01
UAE_182,P_UAE_182_1,Retail,265,120,2022-01-01
UAE_182,P_UAE_182_2,Retail,2370,1281,2022-01-01
UAE_183,P_UAE_183_1,Retail,8300,3929,2022-01-01
UAE_183,P_UAE_183_2,Retail,11844,5719,2022-01-01
UAE_183,P_UAE_183_3,Retail,1298,535,2022-01-01
UAE_184,P_UAE_184_1,Manufacturing,2807,1452,2022-01-01
UAE_184,P_UAE_184_2,Manufacturing,1117,529,2022-01-01
UAE_185,P_UAE_185_1,Retail,1169,776,2022-01-01
UAE_185,P_UAE_185_2,Retail,1902,1058,2022-01-01
UAE_186,P_UAE_186_1,Retail,803,316,2022-01-01
UAE_186,P_UAE_186_2,Retail,491,341,2022-01-01
UAE_187,P_UAE_187_1,Manufacturing,2321,1147,2022-01-01
UAE_187,P_UAE_187_2,Manufacturing,2186,1434,2022-01-01
UAE_188,P_UAE_188_1,Retail,5478,3403,2022-01-01
UAE_188,P_UAE_188_2,Retail,4910,2043,2022-01-01
UAE_188,P_UAE_188_3,Retail,7862,3039,2022-01-01
UAE_189,P_UAE_189_1,Retail,8932,3469,2022-01-01
UAE_189,P_UAE_189_2,Retail,8543,5903,2022-01-01
UAE_189,P_UAE_189_3,Retail,16620,8281,2022-01-01
UAE_190,P_UAE_190_1,Services,3921,1866,2022-01-01
UAE_190,P_UAE_190_2,Services,3960,2755,2022-01-01
UAE_191,P_UAE_191_1,Services,3744,1479,2022-01-01
UAE_191,P_UAE_191_2,Services,1479,916,2022-01-01
UAE_192,P_UAE_192_1,Services,1905,847,2022-01-01
UAE_192,P_UAE_192_2,Services,608,274,2022-01-01
UAE_193,P_UAE_193_1,Services,1486,619,2022-01-01
UAE_193,P_UAE_193_2,Services,773,471,2022-01-01
UAE_194,P_UAE_194_1,Services,1940,759,2022-01-01
UAE_194,P_UAE_194_2,Services,912,431,2022-01-01
UAE_195,P_UAE_195_1,Services,16178,10201,2022-01-01
UAE_195,P_UAE_195_2,Services,8721,5698,2022-01-01
UAE_196,P_UAE_196_1,Services,2244,1243,2022-01-01
UAE_196,P_UAE_196_2,Services,433,168,2022-01-01
UAE_196,P_UAE_196_3,Services,2327,1123,2022-01-01
UAE_197,P_UAE_197_1,Manufacturing,18127,11904,2022-01-01
UAE_197,P_UAE_197_2,Manufacturing,23583,12477,2022-01-01
UAE_197,P_UAE_197_3,Manufacturing,9271,3444,2022-01-01
UAE_197,P_UAE_197_4,Manufacturing,22748,12358,2022-01-01
UAE_198,P_UAE_198_1,Manufacturing,7369,4869,2022-01-01
UAE_198,P_UAE_198_2,Manufacturing,7977,5410,2022-01-01
UAE_199,P_UAE_199_1,Retail,11341,6299,2022-01-01
UAE_199,P_UAE_199_2,Retail,14219,6748,2022-01-01
UAE_199,P_UAE_199_3,Retail,3169,1518,2022-01-01
UAE_200,P_UAE_200_1,Retail,1717,694,2022-01-01
UAE_200,P_UAE_200_2,Retail,1950,1212,2022-01-01
UAE_200,P_UAE_200_3,Retail,3491,1567,2022-01-01
UAE_200,P_UAE_200_4,Retail,1421,671,2022-01-01
UAE_201,P_UAE_201_1,Retail,8776,4623,2022-01-01
UAE_201,P_UAE_201_2,Retail,1114,507,2022-01-01
UAE_202,P_UAE_202_1,Retail,1729,892,2022-01-01
UAE_202,P_UAE_202_2,Retail,365,185,2022-01-01
UAE_202,P_UAE_202_3,Retail,617,370,2022-01-01
UAE_203,P_UAE_203_1,Retail,1931,738,2022-01-01
UAE_203,P_UAE_203_2,Retail,358,243,2022-01-01
UAE_203,P_UAE_203_3,Retail,1991,769,2022-01-01
UAE_204,P_UAE_204_1,Retail,1244,446,2022-01-01
UAE_204,P_UAE_204_2,Retail,2385,1115,2022-01-01
UAE_205,P_UAE_205_1,Retail,7271,4325,2022-01-01
UAE_205,P_UAE_205_2,Retail,49817,26733,2022-01-01
UAE_205,P_UAE_205_3,Retail,38578,23628,2022-01-01
UAE_205,P_UAE_205_4,Retail,3769,2485,2022-01-01
UAE_206,P_UAE_206_1,Retail,849,582,2022-01-01
UAE_206,P_UAE_206_2,Retail,974,389,2022-01-01
UAE_207,P_UAE_207_1,Retail,1329,513,2022-01-01
UAE_207,P_UAE_207_2,Retail,2336,1234,2022-01-01
UAE_208,P_UAE_208_1,Retail,1638,877,2022-01-01
UAE_208,P_UAE_208_2,Retail,634,360,2022-01-01
UAE_209,P_UAE_209_1,Retail,3737,1404,2022-01-01
UAE_209,P_UAE_209_2,Retail,9285,3477,2022-01-01
UAE_209,P_UAE_209_3,Retail,6680,2359,2022-01-01
UAE_210,P_UAE_210_1,Services,28438,12993,2022-01-01
UAE_210,P_UAE_210_2,Services,33275,17000,2022-01-01
UAE_210,P_UAE_210_3,Services,11505,4232,2022-01-01
UAE_211,P_UAE_211_1,Retail,533,305,2022-01-01
UAE_211,P_UAE_211_2,Retail,2875,1572,2022-01-01
UAE_211,P_UAE_211_3,Retail,819,456,2022-01-01
UAE_211,P_UAE_211_4,Retail,798,431,2022-01-01
UAE_212,P_UAE_212_1,Retail,3037,1171,2022-01-01
UAE_212,P_UAE_212_2,Retail,612,416,2022-01-01
UAE_212,P_UAE_212_3,Retail,1167,655,2022-01-01
UAE_213,P_UAE_213_1,Retail,2231,965,2022-01-01
UAE_213,P_UAE_213_2,Retail,339,221,2022-01-01
UAE_213,P_UAE_213_3,Retail,587,245,2022-01-01
UAE_214,P_UAE_214_1,Services,4438,1600,2022-01-01
UAE_214,P_UAE_214_2,Services,1656,1018,2022-01-01
UAE_214,P_UAE_214_3,Services,2731,1546,2022-01-01
UAE_214,P_UAE_214_4,Services,3484,1965,2022-01-01
UAE_215,P_UAE_215_1,Retail,7842,3225,2022-01-01
UAE_215,P_UAE_215_2,Retail,8274,3209,2022-01-01
UAE_215,P_UAE_215_3,Retail,1720,699,2022-01-01
UAE_215,P_UAE_215_4,Retail,7915,5126,2022-01-01
UAE_216,P_UAE_216_1,Retail,1473,971,2022-01-01
UAE_216,P_UAE_216_2,Retail,4264,1846,2022-01-01
UAE_216,P_UAE_216_3,Retail,3431,1437,2022-01-01
UAE_216,P_UAE_216_4,Retail,4697,3172,2022-01-01
UAE_217,P_UAE_217_1,Retail,1520,900,2022-01-01
UAE_217,P_UAE_217_2,Retail,1080,468,2022-01-01
UAE_217,P_UAE_217_3,Retail,590,243,2022-01-01
UAE_218,P_UAE_218_1,Retail,2450,1322,2022-01-01
UAE_218,P_UAE_218_2,Retail,1181,445,2022-01-01
UAE_218,P_UAE_218_3,Retail,3160,1875,2022-01-01
UAE_218,P_UAE_218_4,Retail,1292,570,2022-01-01
UAE_219,P_UAE_219_1,Manufacturing,695,369,2022-01-01
UAE_219,P_UAE_219_2,Manufacturing,2286,899,2022-01-01
UAE_220,P_UAE_220_1,Manufacturing,12626,8010,2022-01-01
UAE_220,P_UAE_220_2,Manufacturing,14187,7897,2022-01-01
UAE_221,P_UAE_221_1,Manufacturing,487,238,2022-01-01
UAE_221,P_UAE_221_2,Manufacturing,2385,1354,2022-01-01
UAE_221,P_UAE_221_3,Manufacturing,1369,681,2022-01-01
UAE_222,P_UAE_222_1,Manufacturing,3233,2044,2022-01-01
UAE_222,P_UAE_222_2,Manufacturing,1972,843,2022-01-01
UAE_223,P_UAE_223_1,Retail,431,255,2022-01-01
UAE_223,P_UAE_223_2,Retail,1684,592,2022-01-01
UAE_223,P_UAE_223_3,Retail,455,255,2022-01-01
UAE_224,P_UAE_224_1,Services,2737,991,2022-01-01
UAE_224,P_UAE_224_2,Services,665,389,2022-01-01
UAE_224,P_UAE_224_3,Services,1991,1040,2022-01-01
UAE_225,P_UAE_225_1,Retail,406,237,2022-01-01
UAE_225,P_UAE_225_2,Retail,1749,1108,2022-01-01
UAE_225,P_UAE_225_3,Retail,1078,407,2022-01-01
UAE_226,P_UAE_226_1,Retail,2389,1097,2022-01-01
UAE_226,P_UAE_226_2,Retail,6751,4605,2022-01-01
UAE_226,P_UAE_226_3,Retail,1597,920,2022-01-01
UAE_227,P_UAE_227_1,Retail,2010,1062,2022-01-01
UAE_227,P_UAE_227_2,Retail,8562,3735,2022-01-01
UAE_227,P_UAE_227_3,Retail,6553,4179,2022-01-01
UAE_228,P_UAE_228_1,Retail,969,454,2022-01-01
UAE_228,P_UAE_228_2,Retail,2085,738,2022-01-01
UAE_228,P_UAE_228_3,Retail,1556,611,2022-01-01
UAE_228,P_UAE_228_4,Retail,1723,1041,2022-01-01
UAE_229,P_UAE_229_1,Retail,1720,1124,2022-01-01
UAE_229,P_UAE_229_2,Retail,3308,1169,2022-01-01
UAE_229,P_UAE_229_3,Retail,1784,1204,2022-01-01
UAE_230,P_UAE_230_1,Services,2272,1342,2022-01-01
UAE_230,P_UAE_230_2,Services,1221,679,2022-01-01
UAE_230,P_UAE_230_3,Services,2425,1322,2022-01-01
UAE_230,P_UAE_230_4,Services,2243,966,2022-01-01
UAE_231,P_UAE_231_1,Retail,11100,4967,2022-01-01
UAE_231,P_UAE_231_2,Retail,16752,9154,2022-01-01
UAE_231,P_UAE_231_3,Retail,19483,7945,2022-01-01
UAE_231,P_UAE_231_4,Retail,10484,6578,2022-01-01
UAE_232,P_UAE_232_1,Retail,1352,773,2022-01-01
UAE_232,P_UAE_232_2,Retail,1162,511,2022-01-01
UAE_233,P_UAE_233_1,Retail,2071,809,2022-01-01
UAE_233,P_UAE_233_2,Retail,877,543,2022-01-01
UAE_233,P_UAE_233_3,Retail,1154,431,2022-01-01
UAE_233,P_UAE_233_4,Retail,1847,937,2022-01-01
UAE_234,P_UAE_234_1,Retail,1829,966,2022-01-01
UAE_234,P_UAE_234_2,Retail,3897,2292,2022-01-01
UAE_234,P_UAE_234_3,Retail,2095,765,2022-01-01
UAE_234,P_UAE_234_4,Retail,9010,4260,2022-01-01
UAE_235,P_UAE_235_1,Services,386,172,2022-01-01
UAE_235,P_UAE_235_2,Services,1999,912,2022-01-01
UAE_235,P_UAE_235_3,Services,2035,1260,2022-01-01
UAE_236,P_UAE_236_1,Services,2159,1303,2022-01-01
UAE_236,P_UAE_236_2,Services,575,340,2022-01-01
UAE_236,P_UAE_236_3,Services,2047,1408,2022-01-01
UAE_236,P_UAE_236_4,Services,2448,1319,2022-01-01
UAE_237,P_UAE_237_1,Services,799,519,2022-01-01
UAE_237,P_UAE_237_2,Services,1588,1104,2022-01-01
UAE_237,P_UAE_237_3,Services,1711,1127,2022-01-01
UAE_238,P_UAE_238_1,Manufacturing,1875,919,2022-01-01
UAE_238,P_UAE_238_2,Manufacturing,1747,889,2022-01-01
UAE_239,P_UAE_239_1,Retail,313,181,2022-01-01
UAE_239,P_UAE_239_2,Retail,876,423,2022-01-01
UAE_239,P_UAE_239_3,Retail,169,116,2022-01-01
UAE_239,P_UAE_239_4,Retail,1652,829,2022-01-01
UAE_240,P_UAE_240_1,Retail,2819,1662,2022-01-01
UAE_240,P_UAE_240_2,Retail,2933,1882,2022-01-01
UAE_240,P_UAE_240_3,Retail,1516,670,2022-01-01
UAE_240,P_UAE_240_4,Retail,2369,1442,2022-01-01
UAE_241,P_UAE_241_1,Services,3390,1340,2022-01-01
UAE_241,P_UAE_241_2,Services,966,483,2022-01-01
UAE_242,P_UAE_242_1,Retail,17810,12089,2022-01-01
UAE_242,P_UAE_242_2,Retail,13959,6499,2022-01-01
UAE_242,P_UAE_242_3,Retail,13025,5899,2022-01-01
UAE_242,P_UAE_242_4,Retail,2048,920,2022-01-01
UAE_243,P_UAE_243_1,Retail,328,219,2022-01-01
UAE_243,P_UAE_243_2,Retail,1809,677,2022-01-01
UAE_243,P_UAE_243_3,Retail,1611,1111,2022-01-01
UAE_243,P_UAE_243_4,Retail,2101,1023,2022-01-01
UAE_244,P_UAE_244_1,Retail,187,85,2022-01-01
UAE_244,P_UAE_244_2,Retail,1232,669,2022-01-01
UAE_244,P_UAE_244_3,Retail,2415,1487,2022-01-01
UAE_245,P_UAE_245_1,Retail,250,128,2022-01-01
UAE_245,P_UAE_245_2,Retail,570,250,2022-01-01
UAE_245,P_UAE_245_3,Retail,1181,667,2022-01-01
UAE_246,P_UAE_246_1,Manufacturing,549,217,2022-01-01
UAE_246,P_UAE_246_2,Manufacturing,1838,1269,2022-01-01
UAE_246,P_UAE_246_3,Manufacturing,1597,1062,2022-01-01
UAE_247,P_UAE_247_1,Services,927,565,2022-01-01
UAE_247,P_UAE_247_2,Services,1209,590,2022-01-01
UAE_248,P_UAE_248_1,Retail,1598,881,2022-01-01
UAE_248,P_UAE_248_2,Retail,2128,1468,2022-01-01
UAE_248,P_UAE_248_3,Retail,1883,939,2022-01-01
UAE_249,P_UAE_249_1,Retail,1741,823,2022-01-01
UAE_249,P_UAE_249_2,Retail,1594,854,2022-01-01
UAE_249,P_UAE_249_3,Retail,1426,656,2022-01-01
UAE_250,P_UAE_250_1,Retail,1268,625,2022-01-01
UAE_250,P_UAE_250_2,Retail,1264,505,2022-01-01
UAE_251,P_UAE_251_1,Retail,3525,1993,2022-01-01
UAE_251,P_UAE_251_2,Retail,3156,1924,2022-01-01
UAE_251,P_UAE_251_3,Retail,3655,1988,2022-01-01
UAE_252,P_UAE_252_1,Retail,2110,1472,2022-01-01
UAE_252,P_UAE_252_2,Retail,1357,718,2022-01-01
UAE_253,P_UAE_253_1,Retail,864,531,2022-01-01
UAE_253,P_UAE_253_2,Retail,2812,1820,2022-01-01
UAE_253,P_UAE_253_3,Retail,2899,1662,2022-01-01
UAE_254,P_UAE_254_1,Manufacturing,6306,3194,2022-01-01
UAE_254,P_UAE_254_2,Manufacturing,6573,4458,2022-01-01
UAE_255,P_UAE_255_1,Services,838,505,2022-01-01
UAE_255,P_UAE_255_2,Services,1828,906,2022-01-01
UAE_256,P_UAE_256_1,Retail,2047,823,2022-01-01
UAE_256,P_UAE_256_2,Retail,4446,1884,2022-01-01
UAE_256,P_UAE_256_3,Retail,1468,597,2022-01-01
UAE_257,P_UAE_257_1,Retail,18177,9289,2022-01-01
UAE_257,P_UAE_257_2,Retail,18403,11293,2022-01-01
UAE_258,P_UAE_258_1,Retail,1563,838,2022-01-01
UAE_258,P_UAE_258_2,Retail,517,281,2022-01-01
UAE_258,P_UAE_258_3,Retail,791,356,2022-01-01
UAE_258,P_UAE_258_4,Retail,2310,896,2022-01-01
UAE_259,P_UAE_259_1,Services,484,212,2022-01-01
UAE_259,P_UAE_259_2,Services,5732,3608,2022-01-01
UAE_260,P_UAE_260_1,Retail,821,363,2022-01-01
UAE_260,P_UAE_260_2,Retail,1433,662,2022-01-01
UAE_261,P_UAE_261_1,Retail,1921,1259,2022-01-01
UAE_261,P_UAE_261_2,Retail,1550,564,2022-01-01
UAE_262,P_UAE_262_1,Retail,1403,662,2022-01-01
UAE_262,P_UAE_262_2,Retail,1564,946,2022-01-01
UAE_262,P_UAE_262_3,Retail,2199,952,2022-01-01
UAE_262,P_UAE_262_4,Retail,1358,801,2022-01-01
UAE_263,P_UAE_263_1,Retail,2544,1230,2022-01-01
UAE_263,P_UAE_263_2,Retail,11845,4690,2022-01-01
UAE_264,P_UAE_264_1,Retail,5204,2961,2022-01-01
UAE_264,P_UAE_264_2,Retail,4142,2533,2022-01-01
UAE_264,P_UAE_264_3,Retail,1291,454,2022-01-01
UAE_264,P_UAE_264_4,Retail,1075,693,2022-01-01
UAE_265,P_UAE_265_1,Retail,4250,1955,2022-01-01
UAE_265,P_UAE_265_2,Retail,2406,933,2022-01-01
UAE_265,P_UAE_265_3,Retail,2688,955,2022-01-01
UAE_266,P_UAE_266_1,Retail,778,423,2022-01-01
UAE_266,P_UAE_266_2,Retail,3422,1209,2022-01-01
UAE_267,P_UAE_267_1,Retail,840,566,2022-01-01
UAE_267,P_UAE_267_2,Retail,1870,1061,2022-01-01
UAE_267,P_UAE_267_3,Retail,1976,1073,2022-01-01
UAE_267,P_UAE_267_4,Retail,993,366,2022-01-01
UAE_268,P_UAE_268_1,Manufacturing,1359,885,2022-01-01
UAE_268,P_UAE_268_2,Manufacturing,1275,545,2022-01-01
UAE_268,P_UAE_268_3,Manufacturing,841,380,2022-01-01
UAE_268,P_UAE_268_4,Manufacturing,651,341,2022-01-01
UAE_269,P_UAE_269_1,Retail,684,357,2022-01-01
UAE_269,P_UAE_269_2,Retail,2766,1919,2022-01-01
UAE_269,P_UAE_269_3,Retail,2907,1880,2022-01-01
UAE_269,P_UAE_269_4,Retail,238,164,2022-01-01
UAE_270,P_UAE_270_1,Retail,2549,1776,2022-01-01
UAE_270,P_UAE_270_2,Retail,3840,1390,2022-01-01
UAE_271,P_UAE_271_1,Retail,2328,1414,2022-01-01
UAE_271,P_UAE_271_2,Retail,1516,575,2022-01-01
UAE_271,P_UAE_271_3,Retail,1616,1124,2022-01-01
UAE_271,P_UAE_271_4,Retail,2304,1365,2022-01-01
UAE_272,P_UAE_272_1,Services,2234,1182,2022-01-01
UAE_272,P_UAE_272_2,Services,873,423,2022-01-01
UAE_273,P_UAE_273_1,Services,2058,1126,2022-01-01
UAE_273,P_UAE_273_2,Services,2984,1143,2022-01-01
UAE_274,P_UAE_274_1,Retail,276,101,2022-01-01
UAE_274,P_UAE_274_2,Retail,766,279,2022-01-01
UAE_274,P_UAE_274_3,Retail,1052,639,2022-01-01
UAE_275,P_UAE_275_1,Retail,2626,1045,2022-01-01
UAE_275,P_UAE_275_2,Retail,2500,977,2022-01-01
UAE_276,P_UAE_276_1,Services,1569,948,2022-01-01
UAE_276,P_UAE_276_2,Services,536,297,2022-01-01
UAE_276,P_UAE_276_3,Services,167,79,2022-01-01
UAE_277,P_UAE_277_1,Services,593,298,2022-01-01
UAE_277,P_UAE_277_2,Services,2208,1012,2022-01-01
UAE_277,P_UAE_277_3,Services,2474,986,2022-01-01
UAE_277,P_UAE_277_4,Services,1305,484,2022-01-01
UAE_278,P_UAE_278_1,Services,569,298,2022-01-01
UAE_278,P_UAE_278_2,Services,3741,2334,2022-01-01
UAE_279,P_UAE_279_1,Retail,1932,966,2022-01-01
UAE_279,P_UAE_279_2,Retail,1678,873,2022-01-01
UAE_279,P_UAE_279_3,Retail,1171,790,2022-01-01
UAE_280,P_UAE_280_1,Retail,3969,2744,2022-01-01
UAE_280,P_UAE_280_2,Retail,4386,2576,2022-01-01
UAE_280,P_UAE_280_3,Retail,2023,1062,2022-01-01
UAE_280,P_UAE_280_4,Retail,240,123,2022-01-01
UAE_281,P_UAE_281_1,Retail,2338,1020,2022-01-01
UAE_281,P_UAE_281_2,Retail,261,108,2022-01-01
UAE_281,P_UAE_281_3,Retail,1614,793,2022-01-01
UAE_282,P_UAE_282_1,Retail,1018,582,2022-01-01
UAE_282,P_UAE_282_2,Retail,561,312,2022-01-01
UAE_283,P_UAE_283_1,Retail,2075,1322,2022-01-01
UAE_283,P_UAE_283_2,Retail,978,562,2022-01-01
UAE_284,P_UAE_284_1,Retail,1201,643,2022-01-01
UAE_284,P_UAE_284_2,Retail,1544,802,2022-01-01
UAE_285,P_UAE_285_1,Retail,2480,1328,2022-01-01
UAE_285,P_UAE_285_2,Retail,882,535,2022-01-01
UAE_285,P_UAE_285_3,Retail,1333,579,2022-01-01
UAE_286,P_UAE_286_1,Retail,3553,1251,2022-01-01
UAE_286,P_UAE_286_2,Retail,2614,1646,2022-01-01
UAE_286,P_UAE_286_3,Retail,2691,1008,2022-01-01
UAE_286,P_UAE_286_4,Retail,1552,714,2022-01-01
UAE_287,P_UAE_287_1,Services,1302,569,2022-01-01
UAE_287,P_UAE_287_2,Services,422,212,2022-01-01
UAE_287,P_UAE_287_3,Services,351,169,2022-01-01
UAE_288,P_UAE_288_1,Manufacturing,1002,645,2022-01-01
UAE_288,P_UAE_288_2,Manufacturing,972,496,2022-01-01
UAE_288,P_UAE_288_3,Manufacturing,205,111,2022-01-01
UAE_288,P_UAE_288_4,Manufacturing,2971,1317,2022-01-01
UAE_289,P_UAE_289_1,Retail,13988,9757,2022-01-01
UAE_289,P_UAE_289_2,Retail,86633,54431,2022-01-01
UAE_289,P_UAE_289_3,Retail,38429,24720,2022-01-01
UAE_289,P_UAE_289_4,Retail,56139,24292,2022-01-01
UAE_290,P_UAE_290_1,Retail,1042,468,2022-01-01
UAE_290,P_UAE_290_2,Retail,1017,432,2022-01-01
UAE_290,P_UAE_290_3,Retail,3054,2003,2022-01-01
UAE_290,P_UAE_290_4,Retail,3875,2619,2022-01-01
UAE_291,P_UAE_291_1,Manufacturing,2009,1179,2022-01-01
UAE_291,P_UAE_291_2,Manufacturing,1300,687,2022-01-01
UAE_291,P_UAE_291_3,Manufacturing,1536,707,2022-01-01
UAE_291,P_UAE_291_4,Manufacturing,547,373,2022-01-01
UAE_292,P_UAE_292_1,Retail,935,517,2022-01-01
UAE_292,P_UAE_292_2,Retail,2481,929,2022-01-01
UAE_292,P_UAE_292_3,Retail,2630,932,2022-01-01
UAE_292,P_UAE_292_4,Retail,3862,2515,2022-01-01
UAE_293,P_UAE_293_1,Services,317,188,2022-01-01
UAE_293,P_UAE_293_2,Services,950,406,2022-01-01
UAE_293,P_UAE_293_3,Services,1682,908,2022-01-01
UAE_294,P_UAE_294_1,Retail,1126,636,2022-01-01
UAE_294,P_UAE_294_2,Retail,1487,979,2022-01-01
UAE_294,P_UAE_294_3,Retail,2010,1402,2022-01-01
UAE_295,P_UAE_295_1,Retail,34231,16423,2022-01-01
UAE_295,P_UAE_295_2,Retail,78098,47514,2022-01-01
UAE_295,P_UAE_295_3,Retail,58410,25325,2022-01-01
UAE_296,P_UAE_296_1,Services,238,132,2022-01-01
UAE_296,P_UAE_296_2,Services,810,340,2022-01-01
UAE_297,P_UAE_297_1,Retail,7666,3545,2022-01-01
UAE_297,P_UAE_297_2,Retail,1431,954,2022-01-01
UAE_297,P_UAE_297_3,Retail,3271,1568,2022-01-01
UAE_298,P_UAE_298_1,Retail,1602,934,2022-01-01
