business_id,month,leads_in,opportunities,proposals_sent,deals_closed,pipeline_value
UAE_149,2025-05,395,158,79,14,1774935
UAE_149,2025-06,454,181,90,7,1006640
UAE_149,2025-07,191,76,38,5,1139107
UAE_149,2025-08,245,98,49,8,1558457
UAE_149,2025-09,402,160,80,12,1446387
UAE_149,2025-10,140,56,28,5,447639
UAE_149,2025-11,281,112,56,9,1471799
UAE_149,2025-12,239,95,47,7,936158
UAE_150,2023-01,50,20,10,1,91425
UAE_150,2023-02,70,28,14,1,92948
UAE_150,2023-03,40,16,8,1,39554
UAE_150,2023-04,86,34,17,1,136456
UAE_150,2023-05,66,26,13,2,68975
UAE_150,2023-06,52,20,10,1,55868
UAE_150,2023-07,98,39,19,3,97293
UAE_150,2023-08,60,24,12,1,44555
UAE_150,2023-09,36,14,7,1,62018
UAE_150,2023-10,44,17,8,1,55842
UAE_150,2023-11,77,30,15,2,71434
UAE_150,2023-12,25,10,5,1,24249
UAE_150,2024-01,88,35,17,2,117688
UAE_150,2024-02,23,9,4,1,18007
UAE_150,2024-03,39,15,7,1,62190
UAE_150,2024-04,47,18,9,1,68059
UAE_150,2024-05,95,38,19,1,55883
UAE_150,2024-06,107,42,21,3,116983
UAE_150,2024-07,47,18,9,1,25803
UAE_150,2024-08,65,26,13,2,43663
UAE_150,2024-09,73,29,14,1,122237
UAE_150,2024-10,72,28,14,2,35350
UAE_150,2024-11,27,10,5,1,24197
UAE_150,2024-12,51,20,10,1,38226
UAE_150,2025-01,38,15,7,1,67829
UAE_150,2025-02,40,16,8,1,57415
UAE_150,2025-03,44,17,8,1,24728
UAE_150,2025-04,61,24,12,1,30408
UAE_150,2025-05,75,30,15,1,46890
UAE_150,2025-06,30,12,6,1,24759
UAE_150,2025-07,29,11,5,1,48404
UAE_150,2025-08,127,50,25,4,156545
UAE_150,2025-09,117,46,23,2,189445
UAE_150,2025-10,52,20,10,1,80542
UAE_150,2025-11,62,24,12,2,66519
UAE_150,2025-12,50,20,10,1,74034
UAE_151,2023-01,18,7,3,1,25752
UAE_151,2023-02,52,20,10,1,55943
UAE_151,2023-03,17,6,3,1,13417
UAE_151,2023-04,115,46,23,1,147509
UAE_151,2023-05,76,30,15,2,104553
UAE_151,2023-06,89,35,17,3,133586
UAE_151,2023-07,69,27,13,2,62179
UAE_151,2023-08,137,54,27,3,68351
UAE_151,2023-09,75,30,15,2,104608
UAE_151,2023-10,25,10,5,1,31396
UAE_151,2023-11,20,8,4,1,17429
UAE_151,2023-12,51,20,10,1,76639
UAE_151,2024-01,42,16,8,1,56075
UAE_151,2024-02,42,16,8,1,60170
UAE_151,2024-03,106,42,21,2,93268
UAE_151,2024-04,93,37,18,2,81500
UAE_151,2024-05,68,27,13,2,48245
UAE_151,2024-06,98,39,19,1,59725
UAE_151,2024-07,75,30,15,2,102908
UAE_151,2024-08,46,18,9,1,28808
UAE_151,2024-09,32,12,6,1,40734
UAE_151,2024-10,37,14,7,1,17312
UAE_151,2024-11,63,25,12,2,58024
UAE_151,2024-12,71,28,14,1,34517
UAE_151,2025-01,87,34,17,2,128064
UAE_151,2025-02,16,6,3,1,18635
UAE_151,2025-03,64,25,12,1,46931
UAE_151,2025-04,19,7,3,1,25071
UAE_151,2025-05,84,33,16,2,55273
UAE_151,2025-06,32,12,6,1,35748
UAE_151,2025-07,144,57,28,4,114335
UAE_151,2025-08,92,36,18,3,43944
UAE_151,2025-09,74,29,14,2,48172
UAE_151,2025-10,73,29,14,1,36114
UAE_151,2025-11,69,27,13,1,60593
UAE_151,2025-12,68,27,13,1,91392
UAE_152,2023-01,1006,402,201,25,25151491
UAE_152,2023-02,2345,938,469,70,70124917
UAE_152,2023-03,934,373,186,17,32073579
UAE_152,2023-04,2164,865,432,86,76581451
UAE_152,2023-05,956,382,191,15,20270726
UAE_152,2023-06,587,234,117,12,12331172
UAE_152,2023-07,3359,1343,671,120,50779850
UAE_152,2023-08,1068,427,213,16,19783947
UAE_152,2023-09,1209,483,241,19,35714087
UAE_152,2023-10,1654,661,330,36,54336480
UAE_152,2023-11,1903,761,380,75,53251248
UAE_152,2023-12,1095,438,219,20,35916626
UAE_152,2024-01,1379,551,275,52,31469494
UAE_152,2024-02,498,199,99,7,10537660
UAE_152,2024-03,1857,742,371,64,21521494
UAE_152,2024-04,1367,546,273,22,15840382
UAE_152,2024-05,785,314,157,12,19382130
UAE_152,2024-06,635,254,127,14,8978003
UAE_152,2024-07,2362,944,472,65,88392648
UAE_152,2024-08,2550,1020,510,45,54228157
UAE_152,2024-09,1969,787,393,72,22429633
UAE_152,2024-10,1567,626,313,32,34357321
UAE_152,2024-11,690,276,138,21,20832618
UAE_152,2024-12,1439,575,287,46,43706118
UAE_152,2025-01,529,211,105,10,5954348
UAE_152,2025-02,578,231,115,20,17451814
UAE_152,2025-03,1762,704,352,35,56617221
UAE_152,2025-04,673,269,134,11,15860398
UAE_152,2025-05,714,285,142,12,11950263
UAE_152,2025-06,2271,908,454,43,39629532
UAE_152,2025-07,753,301,150,20,24063192
UAE_152,2025-08,1463,585,292,22,41939334
UAE_152,2025-09,1229,491,245,28,31713120
UAE_152,2025-10,1021,408,204,17,23842965
UAE_152,2025-11,1654,661,330,55,55324225
UAE_152,2025-12,940,376,188,16,27038272
UAE_153,2023-01,25,10,5,1,17359
UAE_153,2023-02,50,20,10,1,46886
UAE_153,2023-03,34,13,6,1,38363
UAE_153,2023-04,18,7,3,1,7265
UAE_153,2023-05,19,7,3,1,11383
UAE_153,2023-06,25,10,5,1,26969
UAE_153,2023-07,42,16,8,1,13588
UAE_153,2023-08,41,16,8,1,32082
UAE_153,2023-09,44,17,8,1,41315
UAE_153,2023-10,82,32,16,1,43941
UAE_153,2023-11,33,13,6,1,10300
UAE_153,2023-12,37,14,7,1,18197
UAE_153,2024-01,43,17,8,1,27592
UAE_153,2024-02,22,8,4,1,9999
UAE_153,2024-03,56,22,11,1,32617
UAE_153,2024-04,39,15,7,1,41255
UAE_153,2024-05,85,34,17,2,63921
UAE_153,2024-06,129,51,25,3,44974
UAE_153,2024-07,29,11,5,1,24962
UAE_153,2024-08,65,26,13,2,64856
UAE_153,2024-09,33,13,6,1,11374
UAE_153,2024-10,27,10,5,1,26093
UAE_153,2024-11,49,19,9,1,32292
UAE_153,2024-12,12,4,2,1,11787
UAE_153,2025-01,38,15,7,1,40361
UAE_153,2025-02,33,13,6,1,15725
UAE_153,2025-03,29,11,5,1,10342
UAE_153,2025-04,76,30,15,2,89496
UAE_153,2025-05,36,14,7,1,16284
UAE_153,2025-06,36,14,7,1,28895
UAE_153,2025-07,17,6,3,1,8851
UAE_153,2025-08,30,12,6,1,17774
UAE_153,2025-09,31,12,6,1,16838
UAE_153,2025-10,56,22,11,1,35107
UAE_153,2025-11,15,6,3,1,11011
UAE_153,2025-12,32,12,6,1,17973
UAE_154,2023-01,22,8,4,1,18840
UAE_154,2023-02,78,31,15,1,32058
UAE_154,2023-03,43,17,8,1,45524
UAE_154,2023-04,29,11,5,1,17969
UAE_154,2023-05,21,8,4,1,17054
UAE_154,2023-06,44,17,8,1,20965
UAE_154,2023-07,95,38,19,1,32586
UAE_154,2023-08,65,26,13,2,33361
UAE_154,2023-09,46,18,9,1,32732
UAE_154,2023-10,51,20,10,2,58999
UAE_154,2023-11,51,20,10,1,22113
UAE_154,2023-12,31,12,6,1,29354
UAE_154,2024-01,25,10,5,1,23871
UAE_154,2024-02,49,19,9,1,24260
UAE_154,2024-03,50,20,10,1,48103
UAE_154,2024-04,63,25,12,1,44118
UAE_154,2024-05,72,28,14,1,30375
UAE_154,2024-06,24,9,4,1,25792
UAE_154,2024-07,31,12,6,1,9374
UAE_154,2024-08,44,17,8,1,39919
UAE_154,2024-09,41,16,8,1,20159
UAE_154,2024-10,32,12,6,1,22237
UAE_154,2024-11,47,18,9,1,48970
UAE_154,2024-12,36,14,7,1,12705
UAE_154,2025-01,14,5,2,1,6946
UAE_154,2025-02,23,9,4,1,22043
UAE_154,2025-03,24,9,4,1,24515
UAE_154,2025-04,68,27,13,1,27583
UAE_154,2025-05,66,26,13,1,36884
UAE_154,2025-06,63,25,12,1,49783
UAE_154,2025-07,17,6,3,1,5821
UAE_154,2025-08,46,18,9,1,31831
UAE_154,2025-09,45,18,9,1,43040
UAE_154,2025-10,45,18,9,1,16196
UAE_154,2025-11,44,17,8,1,45633
UAE_154,2025-12,35,14,7,1,25947
UAE_155,2023-01,147,58,29,2,362425
UAE_155,2023-02,119,47,23,4,186367
UAE_155,2023-03,150,60,30,2,713457
UAE_155,2023-04,231,92,46,8,484645
UAE_155,2023-05,323,129,64,5,1376218
UAE_155,2023-06,343,137,68,5,664365
UAE_155,2023-07,74,29,14,2,146295
UAE_155,2023-08,233,93,46,7,1109909
UAE_155,2023-09,112,44,22,4,148419
UAE_155,2023-10,269,107,53,8,462613
UAE_155,2023-11,289,115,57,8,1385623
UAE_155,2023-12,256,102,51,10,859916
UAE_155,2024-01,64,25,12,1,248426
UAE_155,2024-02,331,132,66,9,809738
UAE_155,2024-03,66,26,13,2,286738
UAE_155,2024-04,72,28,14,2,297346
UAE_155,2024-05,181,72,36,4,747619
UAE_155,2024-06,245,98,49,7,422672
UAE_155,2024-07,212,84,42,8,915846
UAE_155,2024-08,208,83,41,4,351368
UAE_155,2024-09,471,188,94,11,1727802
UAE_155,2024-10,274,109,54,5,724336
UAE_155,2024-11,86,34,17,2,405492
UAE_155,2024-12,292,116,58,5,1406827
UAE_155,2025-01,219,87,43,4,1008203
UAE_155,2025-02,305,122,61,5,1271120
UAE_155,2025-03,136,54,27,2,199575
UAE_155,2025-04,71,28,14,1,122814
UAE_155,2025-05,95,38,19,1,296960
UAE_155,2025-06,303,121,60,8,508748
UAE_155,2025-07,194,77,38,4,519263
UAE_155,2025-08,147,58,29,4,518120
UAE_155,2025-09,80,32,16,1,181670
UAE_155,2025-10,107,42,21,2,430442
UAE_155,2025-11,169,67,33,3,583023
UAE_155,2025-12,113,45,22,1,228947
UAE_156,2023-01,12,4,2,1,10444
UAE_156,2023-02,82,32,16,2,100287
UAE_156,2023-03,41,16,8,1,59498
UAE_156,2023-04,33,13,6,1,33336
UAE_156,2023-05,53,21,10,1,75330
UAE_156,2023-06,23,9,4,1,32308
UAE_156,2023-07,90,36,18,2,109231
UAE_156,2023-08,34,13,6,1,48344
UAE_156,2023-09,66,26,13,2,98770
UAE_156,2023-10,46,18,9,1,66718
UAE_156,2023-11,48,19,9,1,60207
UAE_156,2023-12,20,8,4,1,22573
UAE_156,2024-01,38,15,7,1,29157
UAE_156,2024-02,29,11,5,1,44886
UAE_156,2024-03,83,33,16,1,75720
UAE_156,2024-04,74,29,14,1,77670
UAE_156,2024-05,55,22,11,1,69336
UAE_156,2024-06,73,29,14,2,110200
UAE_156,2024-07,156,62,31,4,134012
UAE_156,2024-08,68,27,13,1,112359
UAE_156,2024-09,29,11,5,1,45155
UAE_156,2024-10,72,28,14,1,106529
UAE_156,2024-11,69,27,13,2,61584
UAE_156,2024-12,84,33,16,2,111211
UAE_156,2025-01,20,8,4,1,25781
UAE_156,2025-02,46,18,9,1,60886
UAE_156,2025-03,64,25,12,1,45067
UAE_156,2025-04,90,36,18,3,64788
UAE_156,2025-05,83,33,16,1,120576
UAE_156,2025-06,39,15,7,1,39451
UAE_156,2025-07,43,17,8,1,44392
UAE_156,2025-08,59,23,11,1,94774
UAE_156,2025-09,82,32,16,1,119343
UAE_156,2025-10,61,24,12,1,89875
UAE_156,2025-11,64,25,12,2,90820
UAE_156,2025-12,61,24,12,1,85373
UAE_157,2023-01,69,27,13,2,314328
UAE_157,2023-02,323,129,64,9,1924447
UAE_157,2023-03,348,139,69,8,1352638
UAE_157,2023-04,381,152,76,6,1626059
UAE_157,2023-05,243,97,48,7,986151
UAE_157,2023-06,261,104,52,5,1624720
UAE_157,2023-07,328,131,65,11,829354
UAE_157,2023-08,606,242,121,20,1504925
UAE_157,2023-09,258,103,51,3,1869061
UAE_157,2023-10,273,109,54,8,1691753
UAE_157,2023-11,348,139,69,13,1632521
UAE_157,2023-12,228,91,45,6,1691735
UAE_157,2024-01,214,85,42,5,1243395
UAE_157,2024-02,293,117,58,5,1924401
UAE_157,2024-03,312,124,62,12,670202
UAE_157,2024-04,379,151,75,14,1646783
UAE_157,2024-05,117,46,23,3,691127
UAE_157,2024-06,256,102,51,5,1057694
UAE_157,2024-07,564,225,112,20,1449045
UAE_157,2024-08,419,167,83,13,994376
UAE_157,2024-09,361,144,72,10,2658038
UAE_157,2024-10,385,154,77,6,1840084
UAE_157,2024-11,416,166,83,10,3036931
UAE_157,2024-12,190,76,38,4,982489
UAE_157,2025-01,361,144,72,9,2630924
UAE_157,2025-02,174,69,34,4,1109043
UAE_157,2025-03,299,119,59,5,1929160
UAE_157,2025-04,199,79,39,5,1421864
UAE_157,2025-05,243,97,48,5,1669578
UAE_157,2025-06,211,84,42,7,1480788
UAE_157,2025-07,238,95,47,5,837430
UAE_157,2025-08,539,215,107,11,3211566
UAE_157,2025-09,186,74,37,4,947866
UAE_157,2025-10,449,179,89,16,2314267
UAE_157,2025-11,166,66,33,3,1033154
UAE_157,2025-12,339,135,67,12,1308028
UAE_158,2023-01,232,92,46,7,852787
UAE_158,2023-02,81,32,16,1,148226
UAE_158,2023-03,47,18,9,1,168943
UAE_158,2023-04,120,48,24,4,387013
UAE_158,2023-05,283,113,56,9,301332
UAE_158,2023-06,153,61,30,4,518925
UAE_158,2023-07,77,30,15,2,104781
UAE_158,2023-08,90,36,18,3,299059
UAE_158,2023-09,242,96,48,8,668134
UAE_158,2023-10,141,56,28,2,230800
UAE_158,2023-11,154,61,30,2,596021
UAE_158,2023-12,178,71,35,5,355847
UAE_158,2024-01,136,54,27,4,384189
UAE_158,2024-02,157,62,31,4,558073
UAE_158,2024-03,210,84,42,3,454610
UAE_158,2024-04,43,17,8,1,76405
UAE_158,2024-05,52,20,10,1,160393
UAE_158,2024-06,234,93,46,4,444222
UAE_158,2024-07,229,91,45,6,675179
UAE_158,2024-08,215,86,43,4,770916
UAE_158,2024-09,111,44,22,3,270819
UAE_158,2024-10,139,55,27,3,208880
UAE_158,2024-11,79,31,15,1,224980
UAE_158,2024-12,67,26,13,1,119768
UAE_158,2025-01,113,45,22,3,244867
UAE_158,2025-02,195,78,39,3,368438
UAE_158,2025-03,164,65,32,4,389749
UAE_158,2025-04,222,88,44,8,540202
UAE_158,2025-05,46,18,9,1,82443
UAE_158,2025-06,181,72,36,4,524076
UAE_158,2025-07,396,158,79,13,1179792
UAE_158,2025-08,108,43,21,1,291423
UAE_158,2025-09,93,37,18,1,304033
UAE_158,2025-10,164,65,32,4,204495
UAE_158,2025-11,105,42,21,3,180048
UAE_158,2025-12,88,35,17,3,123229
UAE_159,2023-01,50,20,10,1,40208
UAE_159,2023-02,42,16,8,1,39428
UAE_159,2023-03,28,11,5,1,30404
UAE_159,2023-04,41,16,8,1,19064
UAE_159,2023-05,57,22,11,1,33375
UAE_159,2023-06,68,27,13,2,56895
UAE_159,2023-07,70,28,14,2,70038
UAE_159,2023-08,27,10,5,1,24814
UAE_159,2023-09,40,16,8,1,46655
UAE_159,2023-10,67,26,13,1,76896
UAE_159,2023-11,56,22,11,1,35500
UAE_159,2023-12,17,6,3,1,4893
UAE_159,2024-01,66,26,13,2,61773
UAE_159,2024-02,48,19,9,1,50838
UAE_159,2024-03,52,20,10,1,49195
UAE_159,2024-04,74,29,14,2,82535
UAE_159,2024-05,65,26,13,2,73425
UAE_159,2024-06,91,36,18,2,41437
UAE_159,2024-07,63,25,12,2,58745
UAE_159,2024-08,51,20,10,1,32966
UAE_159,2024-09,61,24,12,1,31338
UAE_159,2024-10,77,30,15,2,46366
UAE_159,2024-11,24,9,4,1,9583
UAE_159,2024-12,29,11,5,1,27650
UAE_159,2025-01,55,22,11,1,47575
UAE_159,2025-02,54,21,10,1,55670
UAE_159,2025-03,16,6,3,1,17643
UAE_159,2025-04,58,23,11,1,45478
UAE_159,2025-05,66,26,13,1,76450
UAE_159,2025-06,27,10,5,1,8777
UAE_159,2025-07,47,18,9,1,43974
UAE_159,2025-08,30,12,6,1,31910
UAE_159,2025-09,67,26,13,1,73604
UAE_159,2025-10,16,6,3,1,14572
UAE_159,2025-11,13,5,2,1,14629
UAE_159,2025-12,29,11,5,1,10503
UAE_160,2023-01,282,112,56,8,1694193
UAE_160,2023-02,257,102,51,8,1675956
UAE_160,2023-03,432,172,86,15,2628134
UAE_160,2023-04,488,195,97,17,1247350
UAE_160,2023-05,118,47,23,3,1015502
UAE_160,2023-06,437,174,87,11,4041108
UAE_160,2023-07,174,69,34,5,700398
UAE_160,2023-08,630,252,126,21,4450020
UAE_160,2023-09,258,103,51,6,1882331
UAE_160,2023-10,199,79,39,3,1427539
UAE_160,2023-11,458,183,91,12,1579196
UAE_160,2023-12,169,67,33,6,1530343
UAE_160,2024-01,226,90,45,3,1425683
UAE_160,2024-02,301,120,60,5,1964437
UAE_160,2024-03,158,63,31,4,954976
UAE_160,2024-04,166,66,33,4,1327235
UAE_160,2024-05,318,127,63,6,1954683
UAE_160,2024-06,457,182,91,10,3542093
UAE_160,2024-07,607,242,121,19,4083897
UAE_160,2024-08,249,99,49,9,1923541
UAE_160,2024-09,182,72,36,5,535563
UAE_160,2024-10,182,72,36,7,1098725
UAE_160,2024-11,121,48,24,1,554566
UAE_160,2024-12,221,88,44,3,1898899
UAE_160,2025-01,199,79,39,6,1483758
UAE_160,2025-02,415,166,83,11,2287689
UAE_160,2025-03,125,50,25,3,469966
UAE_160,2025-04,455,182,91,16,3947299
UAE_160,2025-05,219,87,43,3,1129012
UAE_160,2025-06,151,60,30,4,1286332
UAE_160,2025-07,170,68,34,3,1132351
UAE_160,2025-08,468,187,93,12,2511387
UAE_160,2025-09,265,106,53,8,1437246
UAE_160,2025-10,220,88,44,5,1971291
UAE_160,2025-11,335,134,67,6,1102338
UAE_160,2025-12,459,183,91,8,2916716
UAE_161,2023-01,16,6,3,1,17380
UAE_161,2023-02,42,16,8,1,26836
UAE_161,2023-03,11,4,2,1,10540
UAE_161,2023-04,61,24,12,1,32814
UAE_161,2023-05,37,14,7,1,21667
UAE_161,2023-06,43,17,8,1,28953
UAE_161,2023-07,15,6,3,1,9981
UAE_161,2023-08,98,39,19,2,74833
UAE_161,2023-09,45,18,9,1,53744
UAE_161,2023-10,49,19,9,1,40976
UAE_161,2023-11,37,14,7,1,36338
UAE_161,2023-12,21,8,4,1,10191
UAE_161,2024-01,35,14,7,1,21872
UAE_161,2024-02,53,21,10,1,54045
UAE_161,2024-03,22,8,4,1,14365
UAE_161,2024-04,29,11,5,1,17050
UAE_161,2024-05,25,10,5,1,14366
UAE_161,2024-06,21,8,4,1,13464
UAE_161,2024-07,72,28,14,2,55434
UAE_161,2024-08,13,5,2,1,4531
UAE_161,2024-09,73,29,14,1,81599
UAE_161,2024-10,15,6,3,1,13291
UAE_161,2024-11,12,4,2,1,9032
UAE_161,2024-12,67,26,13,1,30499
UAE_161,2025-01,38,15,7,1,43803
UAE_161,2025-02,63,25,12,2,42313
UAE_161,2025-03,57,22,11,1,54950
UAE_161,2025-04,23,9,4,1,24960
UAE_161,2025-05,14,5,2,1,7867
UAE_161,2025-06,68,27,13,2,73959
UAE_161,2025-07,49,19,9,1,17960
UAE_161,2025-08,71,28,14,1,40993
UAE_161,2025-09,52,20,10,1,56083
UAE_161,2025-10,66,26,13,1,52905
UAE_161,2025-11,50,20,10,1,32190
UAE_161,2025-12,28,11,5,1,13796
UAE_162,2023-01,61,24,12,1,74133
UAE_162,2023-02,45,18,9,1,63712
UAE_162,2023-03,30,12,6,1,10946
UAE_162,2023-04,49,19,9,1,44025
UAE_162,2023-05,40,16,8,1,36011
UAE_162,2023-06,99,39,19,2,129930
UAE_162,2023-07,37,14,7,1,21188
UAE_162,2023-08,25,10,5,1,28308
UAE_162,2023-09,27,10,5,1,23180
UAE_162,2023-10,48,19,9,1,20805
UAE_162,2023-11,29,11,5,1,34265
UAE_162,2023-12,49,19,9,1,24751
UAE_162,2024-01,48,19,9,1,38197
UAE_162,2024-02,21,8,4,1,26022
UAE_162,2024-03,86,34,17,2,77775
UAE_162,2024-04,47,18,9,1,56575
UAE_162,2024-05,25,10,5,1,23634
UAE_162,2024-06,31,12,6,1,19494
UAE_162,2024-07,30,12,6,1,26610
UAE_162,2024-08,38,15,7,1,52334
UAE_162,2024-09,48,19,9,1,43696
UAE_162,2024-10,44,17,8,1,50827
UAE_162,2024-11,70,28,14,2,40971
UAE_162,2024-12,27,10,5,1,34532
UAE_162,2025-01,55,22,11,1,73630
UAE_162,2025-02,54,21,10,2,68339
UAE_162,2025-03,51,20,10,1,58129
UAE_162,2025-04,39,15,7,1,14339
UAE_162,2025-05,59,23,11,1,52857
UAE_162,2025-06,55,22,11,1,26780
UAE_162,2025-07,73,29,14,2,50843
UAE_162,2025-08,48,19,9,1,30801
UAE_162,2025-09,56,22,11,2,42281
UAE_162,2025-10,28,11,5,1,30091
UAE_162,2025-11,82,32,16,2,65515
UAE_162,2025-12,74,29,14,1,59991
UAE_163,2023-01,27,10,5,1,9914
UAE_163,2023-02,25,10,5,1,18406
UAE_163,2023-03,25,10,5,1,28639
UAE_163,2023-04,11,4,2,1,5301
UAE_163,2023-05,20,8,4,1,13651
UAE_163,2023-06,24,9,4,1,23648
UAE_163,2023-07,40,16,8,1,46913
UAE_163,2023-08,65,26,13,1,65345
UAE_163,2023-09,21,8,4,1,22641
UAE_163,2023-10,22,8,4,1,8691
UAE_163,2023-11,36,14,7,1,16307
UAE_163,2023-12,42,16,8,1,12700
UAE_163,2024-01,38,15,7,1,29475
UAE_163,2024-02,15,6,3,1,4531
UAE_163,2024-03,29,11,5,1,23927
UAE_163,2024-04,50,20,10,1,34009
UAE_163,2024-05,68,27,13,1,79031
UAE_163,2024-06,81,32,16,2,32504
UAE_163,2024-07,14,5,2,1,14782
UAE_163,2024-08,38,15,7,1,27366
UAE_163,2024-09,61,24,12,1,31350
UAE_163,2024-10,35,14,7,1,39329
UAE_163,2024-11,30,12,6,1,26440
UAE_163,2024-12,12,4,2,1,6456
UAE_163,2025-01,62,24,12,1,49656
UAE_163,2025-02,20,8,4,1,22720
UAE_163,2025-03,13,5,2,1,12230
UAE_163,2025-04,10,4,2,1,5355
UAE_163,2025-05,29,11,5,1,25005
UAE_163,2025-06,36,14,7,1,36536
UAE_163,2025-07,58,23,11,1,66363
UAE_163,2025-08,19,7,3,1,6619
UAE_163,2025-09,98,39,19,2,74032
UAE_163,2025-10,91,36,18,3,56475
UAE_163,2025-11,37,14,7,1,36788
UAE_163,2025-12,49,19,9,1,45161
UAE_164,2023-01,32,12,6,1,10246
UAE_164,2023-02,33,13,6,1,27821
UAE_164,2023-03,40,16,8,1,20106
UAE_164,2023-04,18,7,3,1,10288
UAE_164,2023-05,19,7,3,1,16998
UAE_164,2023-06,11,4,2,1,3872
UAE_164,2023-07,38,15,7,1,15669
UAE_164,2023-08,37,14,7,1,12117
UAE_164,2023-09,43,17,8,1,32751
UAE_164,2023-10,28,11,5,1,28491
UAE_164,2023-11,58,23,11,2,25437
UAE_164,2023-12,55,22,11,1,58542
UAE_164,2024-01,10,4,2,1,7323
UAE_164,2024-02,48,19,9,1,35404
UAE_164,2024-03,25,10,5,1,16334
UAE_164,2024-04,55,22,11,1,29467
UAE_164,2024-05,51,20,10,1,28905
UAE_164,2024-06,72,28,14,2,67280
UAE_164,2024-07,45,18,9,1,48621
UAE_164,2024-08,50,20,10,1,35075
UAE_164,2024-09,102,40,20,2,70457
UAE_164,2024-10,21,8,4,1,20345
UAE_164,2024-11,49,19,9,1,22463
UAE_164,2024-12,48,19,9,1,34340
UAE_164,2025-01,66,26,13,1,51909
UAE_164,2025-02,28,11,5,1,12122
UAE_164,2025-03,47,18,9,1,33435
UAE_164,2025-04,62,24,12,1,23334
UAE_164,2025-05,44,17,8,1,26312
UAE_164,2025-06,45,18,9,1,22006
UAE_164,2025-07,52,20,10,2,23100
UAE_164,2025-08,70,28,14,2,80936
UAE_164,2025-09,13,5,2,1,10806
UAE_164,2025-10,30,12,6,1,32976
UAE_164,2025-11,30,12,6,1,24538
UAE_164,2025-12,38,15,7,1,12104
UAE_165,2023-01,33,13,6,1,14115
UAE_165,2023-02,69,27,13,1,56539
UAE_165,2023-03,51,20,10,1,19480
UAE_165,2023-04,79,31,15,2,72773
UAE_165,2023-05,49,19,9,1,50459
UAE_165,2023-06,37,14,7,1,17973
UAE_165,2023-07,82,32,16,3,80387
UAE_165,2023-08,43,17,8,1,26526
UAE_165,2023-09,14,5,2,1,8648
UAE_165,2023-10,37,14,7,1,40414
UAE_165,2023-11,32,12,6,1,29404
UAE_165,2023-12,25,10,5,1,24860
UAE_165,2024-01,35,14,7,1,32080
UAE_165,2024-02,12,4,2,1,4286
UAE_165,2024-03,20,8,4,1,7236
UAE_165,2024-04,50,20,10,1,54032
UAE_165,2024-05,30,12,6,1,16548
UAE_165,2024-06,21,8,4,1,14353
UAE_165,2024-07,21,8,4,1,7291
UAE_165,2024-08,27,10,5,1,9671
UAE_165,2024-09,40,16,8,1,18739
UAE_165,2024-10,78,31,15,2,24615
UAE_165,2024-11,13,5,2,1,14908
UAE_165,2024-12,20,8,4,1,7604
UAE_165,2025-01,18,7,3,1,14034
UAE_165,2025-02,45,18,9,1,15078
UAE_165,2025-03,71,28,14,1,23322
UAE_165,2025-04,57,22,11,1,21853
UAE_165,2025-05,26,10,5,1,15370
UAE_165,2025-06,97,38,19,2,97615
UAE_165,2025-07,75,30,15,1,79871
UAE_165,2025-08,44,17,8,1,15966
UAE_165,2025-09,74,29,14,2,45795
UAE_165,2025-10,90,36,18,1,79758
UAE_165,2025-11,45,18,9,1,35144
UAE_165,2025-12,17,6,3,1,5934
UAE_166,2023-01,43,17,8,1,30352
UAE_166,2023-02,28,11,5,1,20521
UAE_166,2023-03,14,5,2,1,14629
UAE_166,2023-04,59,23,11,2,52553
UAE_166,2023-05,43,17,8,1,38855
UAE_166,2023-06,37,14,7,1,11408
UAE_166,2023-07,15,6,3,1,8799
UAE_166,2023-08,25,10,5,1,21357
UAE_166,2023-09,69,27,13,1,46369
UAE_166,2023-10,31,12,6,1,15230
UAE_166,2023-11,61,24,12,2,19627
UAE_166,2023-12,49,19,9,1,35683
UAE_166,2024-01,33,13,6,1,21317
UAE_166,2024-02,45,18,9,1,43437
UAE_166,2024-03,65,26,13,1,47678
UAE_166,2024-04,21,8,4,1,17906
UAE_166,2024-05,43,17,8,1,20857
UAE_166,2024-06,60,24,12,1,28282
UAE_166,2024-07,39,15,7,1,18997
UAE_166,2024-08,57,22,11,1,53756
UAE_166,2024-09,44,17,8,1,30443
UAE_166,2024-10,48,19,9,1,38250
UAE_166,2024-11,25,10,5,1,10437
UAE_166,2024-12,15,6,3,1,16512
UAE_166,2025-01,34,13,6,1,11784
UAE_166,2025-02,92,36,18,2,39094
UAE_166,2025-03,31,12,6,1,24840
UAE_166,2025-04,32,12,6,1,29547
UAE_166,2025-05,44,17,8,1,21123
UAE_166,2025-06,44,17,8,1,21148
UAE_166,2025-07,86,34,17,2,91835
UAE_166,2025-08,34,13,6,1,11721
UAE_166,2025-09,17,6,3,1,14496
UAE_166,2025-10,49,19,9,1,19252
UAE_166,2025-11,11,4,2,1,11696
UAE_166,2025-12,43,17,8,1,37052
UAE_167,2023-01,45,18,9,1,35884
UAE_167,2023-02,50,20,10,1,53424
UAE_167,2023-03,60,24,12,2,125439
UAE_167,2023-04,83,33,16,2,133487
UAE_167,2023-05,82,32,16,1,134459
UAE_167,2023-06,114,45,22,2,101812
UAE_167,2023-07,64,25,12,2,119242
UAE_167,2023-08,61,24,12,1,118342
