business_id,month,target_revenue,actual_revenue,target_profit,actual_profit,variance
UAE_134,2024-01,3886,4157,-4011,-4396,6.97
UAE_134,2024-02,6337,6491,-3526,-3935,2.43
UAE_134,2024-03,3709,3778,-6951,-6365,1.86
UAE_134,2024-04,3266,3488,-2902,-3366,6.8
UAE_134,2024-05,5057,4791,-10667,-9861,-5.26
UAE_134,2024-06,3533,3477,-4526,-4507,-1.59
UAE_134,2024-07,6814,6348,-5977,-6651,-6.84
UAE_134,2024-08,6744,6300,-1879,-2014,-6.58
UAE_134,2024-09,14626,13497,-6703,-6773,-7.72
UAE_134,2024-10,10436,9678,-7774,-7195,-7.26
UAE_134,2024-11,4672,4288,-2936,-3144,-8.22
UAE_134,2024-12,4455,4198,-11687,-10565,-5.77
UAE_134,2025-01,13538,13067,-5255,-5962,-3.48
UAE_134,2025-02,4567,4417,-1740,-1673,-3.28
UAE_134,2025-03,2063,2289,-4407,-3958,10.95
UAE_134,2025-04,5199,5647,-3382,-3436,8.62
UAE_134,2025-05,4053,4152,-2849,-3262,2.44
UAE_134,2025-06,3388,3411,-3174,-3469,0.68
UAE_134,2025-07,24288,24275,-7054,-6542,-0.05
UAE_134,2025-08,6278,6336,-2532,-2804,0.92
UAE_134,2025-09,10771,10800,-8877,-8357,0.27
UAE_134,2025-10,3160,3470,-3005,-3235,9.81
UAE_134,2025-11,3391,3149,-3352,-3338,-7.14
UAE_134,2025-12,5294,5157,-3570,-3128,-2.59
UAE_135,2023-01,2134,1968,-6016,-6720,-7.78
UAE_135,2023-02,1846,1805,-1750,-1530,-2.22
UAE_135,2023-03,4687,4423,-4222,-4956,-5.63
UAE_135,2023-04,958,1032,-4750,-4469,7.72
UAE_135,2023-05,2014,2032,-3247,-2915,0.89
UAE_135,2023-06,1888,1883,-1929,-1682,-0.26
UAE_135,2023-07,2517,2605,-1803,-1973,3.5
UAE_135,2023-08,3642,3394,-1373,-1379,-6.81
UAE_135,2023-09,1252,1262,-3087,-3335,0.8
UAE_135,2023-10,2368,2181,-6629,-6200,-7.9
UAE_135,2023-11,2338,2561,-4994,-5430,9.54
UAE_135,2023-12,2827,2639,-2808,-2927,-6.65
UAE_135,2024-01,2284,2082,-4547,-4331,-8.84
UAE_135,2024-02,701,756,-2814,-2830,7.85
UAE_135,2024-03,2546,2721,-2930,-2893,6.87
UAE_135,2024-04,3330,3068,-5483,-4943,-7.87
UAE_135,2024-05,989,938,-2870,-3171,-5.16
UAE_135,2024-06,3397,3258,-3820,-3527,-4.09
UAE_135,2024-07,2059,1884,-8950,-8191,-8.5
UAE_135,2024-08,4054,3834,-1589,-1718,-5.43
UAE_135,2024-09,2805,3024,-3240,-3122,7.81
UAE_135,2024-10,1433,1313,-5059,-4457,-8.37
UAE_135,2024-11,1258,1177,-4400,-3993,-6.44
UAE_135,2024-12,981,1070,-2997,-2689,9.07
UAE_135,2025-01,2451,2629,-912,-917,7.26
UAE_135,2025-02,1735,1841,-1067,-1054,6.11
UAE_135,2025-03,3023,3119,-4519,-5053,3.18
UAE_135,2025-04,3087,3231,-5241,-4614,4.66
UAE_135,2025-05,3749,3829,-2612,-2838,2.13
UAE_135,2025-06,2396,2523,-4855,-5699,5.3
UAE_135,2025-07,4293,4099,-5276,-4652,-4.52
UAE_135,2025-08,3259,3115,-963,-974,-4.42
UAE_135,2025-09,1519,1676,-2364,-2059,10.34
UAE_135,2025-10,2130,1969,-1789,-1640,-7.56
UAE_135,2025-11,1078,1170,-5030,-5468,8.53
UAE_135,2025-12,3247,3175,-1479,-1601,-2.22
UAE_136,2023-01,1856,1727,-3123,-3658,-6.95
UAE_136,2023-02,2577,2363,-4824,-4488,-8.3
UAE_136,2023-03,2994,3233,-6144,-5790,7.98
UAE_136,2023-04,2201,2107,-2394,-2185,-4.27
UAE_136,2023-05,1101,1100,-3235,-3299,-0.09
UAE_136,2023-06,2632,2797,-5421,-5122,6.27
UAE_136,2023-07,1328,1374,-8136,-9124,3.46
UAE_136,2023-08,7881,8352,-6564,-6036,5.98
UAE_136,2023-09,3086,3110,-1320,-1280,0.78
UAE_136,2023-10,5093,5634,-6939,-6091,10.62
UAE_136,2023-11,1551,1548,-2028,-2218,-0.19
UAE_136,2023-12,2062,1967,-2183,-2317,-4.61
UAE_136,2024-01,2390,2478,-1093,-1113,3.68
UAE_136,2024-02,2198,2103,-3688,-3209,-4.32
UAE_136,2024-03,2286,2286,-1831,-1962,0.0
UAE_136,2024-04,2937,3080,-3181,-2854,4.87
UAE_136,2024-05,5001,5486,-6144,-5909,9.7
UAE_136,2024-06,3102,3068,-8772,-8033,-1.1
UAE_136,2024-07,1610,1712,-1494,-1541,6.34
UAE_136,2024-08,4171,3856,-2397,-2713,-7.55
UAE_136,2024-09,3014,2974,-2038,-2141,-1.33
UAE_136,2024-10,3295,3014,-4679,-4259,-8.53
UAE_136,2024-11,1908,2100,-1504,-1574,10.06
UAE_136,2024-12,2178,2239,-5584,-4942,2.8
UAE_136,2025-01,884,886,-1355,-1186,0.23
UAE_136,2025-02,2038,2029,-1205,-1190,-0.44
UAE_136,2025-03,3226,3127,-4771,-4219,-3.07
UAE_136,2025-04,1356,1371,-4725,-4157,1.11
UAE_136,2025-05,1659,1667,-3614,-3172,0.48
UAE_136,2025-06,2454,2609,-5649,-5896,6.32
UAE_136,2025-07,2733,2596,-4378,-4638,-5.01
UAE_136,2025-08,1140,1217,-8584,-7473,6.75
UAE_136,2025-09,2012,1831,-5173,-6041,-9.0
UAE_136,2025-10,1950,2093,-8011,-7853,7.33
UAE_136,2025-11,2443,2660,-4281,-4920,8.88
UAE_136,2025-12,2886,2932,-3869,-4012,1.59
UAE_137,2023-01,396008,413511,52680,56237,4.42
UAE_137,2023-02,1442447,1423964,270967,243899,-1.28
UAE_137,2023-03,978667,1015117,130793,115706,3.72
UAE_137,2023-04,1428755,1314611,386186,409956,-7.99
UAE_137,2023-05,1171233,1265688,273692,283122,8.06
UAE_137,2023-06,1777695,1711188,161165,173652,-3.74
UAE_137,2023-07,1855003,1821293,429071,405578,-1.82
UAE_137,2023-08,6094178,5644971,1950266,1732781,-7.37
UAE_137,2023-09,591499,620945,101818,101340,4.98
UAE_137,2023-10,1653664,1803468,497815,445236,9.06
UAE_137,2023-11,3249623,3262686,451782,476449,0.4
UAE_137,2023-12,755191,723914,110114,102461,-4.14
UAE_137,2024-01,1924502,1757692,300161,312104,-8.67
UAE_137,2024-02,492738,488343,99001,111109,-0.89
UAE_137,2024-03,3240472,3295847,747588,769285,1.71
UAE_137,2024-04,1136392,1041905,184960,215844,-8.31
UAE_137,2024-05,1843434,1964850,646024,585077,6.59
UAE_137,2024-06,2177517,2279743,696178,625703,4.69
UAE_137,2024-07,749173,697811,187194,163390,-6.86
UAE_137,2024-08,5120236,5186040,1426012,1537025,1.29
UAE_137,2024-09,4709240,4741275,1399596,1309459,0.68
UAE_137,2024-10,1476917,1612865,278911,286434,9.2
UAE_137,2024-11,2150292,1963253,434787,415976,-8.7
UAE_137,2024-12,2012669,2214766,599132,527727,10.04
UAE_137,2025-01,1491246,1360991,193791,225533,-8.73
UAE_137,2025-02,1911729,1914056,291958,316166,0.12
UAE_137,2025-03,2412464,2392710,379471,341847,-0.82
UAE_137,2025-04,623322,652297,126473,138805,4.65
UAE_137,2025-05,2017432,2103722,479888,555936,4.28
UAE_137,2025-06,2573017,2566779,448658,411879,-0.24
UAE_137,2025-07,1600004,1579816,272505,272385,-1.26
UAE_137,2025-08,9105094,9239829,3943559,3499744,1.48
UAE_137,2025-09,2170655,2347239,631527,582377,8.14
UAE_137,2025-10,915467,903117,163237,186909,-1.35
UAE_137,2025-11,699949,763981,185098,162275,9.15
UAE_137,2025-12,1504381,1376986,175273,184328,-8.47
UAE_138,2023-01,794,748,-1284,-1336,-5.79
UAE_138,2023-02,2147,2156,-2967,-2903,0.42
UAE_138,2023-03,1835,2034,-4114,-4114,10.84
UAE_138,2023-04,1247,1311,-5652,-6092,5.13
UAE_138,2023-05,1251,1264,-5586,-5128,1.04
UAE_138,2023-06,2117,1978,-3426,-3151,-6.57
UAE_138,2023-07,2836,2966,-8676,-8240,4.58
UAE_138,2023-08,1079,1185,-3271,-2865,9.82
UAE_138,2023-09,1444,1422,-7104,-8075,-1.52
UAE_138,2023-10,3030,2920,-4297,-4584,-3.63
UAE_138,2023-11,1635,1570,-5499,-5140,-3.98
UAE_138,2023-12,971,918,-1864,-2011,-5.46
UAE_138,2024-01,1443,1387,-2231,-2284,-3.88
UAE_138,2024-02,2329,2398,-3125,-3440,2.96
UAE_138,2024-03,2079,2265,-2531,-2925,8.95
UAE_138,2024-04,1522,1398,-7659,-6744,-8.15
UAE_138,2024-05,2663,2663,-4746,-5125,0.0
UAE_138,2024-06,2890,2840,-3909,-3770,-1.73
UAE_138,2024-07,2460,2534,-2551,-2497,3.01
UAE_138,2024-08,1140,1227,-7718,-7426,7.63
UAE_138,2024-09,3590,3760,-4244,-3813,4.74
UAE_138,2024-10,1087,1057,-6020,-5546,-2.76
UAE_138,2024-11,3520,3201,-1788,-1976,-9.06
UAE_138,2024-12,2504,2629,-1447,-1685,4.99
UAE_138,2025-01,1056,1024,-5705,-6647,-3.03
UAE_138,2025-02,5274,4840,-3959,-4174,-8.23
UAE_138,2025-03,2507,2717,-6619,-6675,8.38
UAE_138,2025-04,1887,1819,-4121,-4752,-3.6
UAE_138,2025-05,3294,3038,-2086,-2410,-7.77
UAE_138,2025-06,2426,2615,-1803,-2006,7.79
UAE_138,2025-07,2973,2773,-5096,-4628,-6.73
UAE_138,2025-08,3617,3408,-6064,-5567,-5.78
UAE_138,2025-09,3288,3356,-2090,-1918,2.07
UAE_138,2025-10,1227,1237,-4099,-4202,0.81
UAE_138,2025-11,1391,1404,-4715,-4860,0.93
UAE_138,2025-12,2313,2517,-2639,-2773,8.82
UAE_139,2023-01,3928,4090,-6031,-6434,4.12
UAE_139,2023-02,7046,6576,-5900,-6456,-6.67
UAE_139,2023-03,1561,1692,-6825,-6217,8.39
UAE_139,2023-04,9018,8462,-11642,-12294,-6.17
UAE_139,2023-05,3927,4069,-7234,-8211,3.62
UAE_139,2023-06,5996,5908,-8196,-7588,-1.47
UAE_139,2023-07,5845,5403,-6781,-6758,-7.56
UAE_139,2023-08,17633,19336,-12127,-12711,9.66
UAE_139,2023-09,6357,5806,-7382,-6835,-8.67
UAE_139,2023-10,1673,1780,-5707,-6457,6.4
UAE_139,2023-11,1911,2008,-6533,-7593,5.08
UAE_139,2023-12,2777,2826,-1813,-2078,1.76
UAE_139,2024-01,3306,3290,-6509,-6970,-0.48
UAE_139,2024-02,2059,2177,-4793,-5180,5.73
UAE_139,2024-03,4566,4502,-9085,-9040,-1.4
UAE_139,2024-04,2890,2867,-2738,-2634,-0.8
UAE_139,2024-05,2554,2334,-6170,-5741,-8.61
UAE_139,2024-06,23310,22745,-7957,-7309,-2.42
UAE_139,2024-07,26670,25707,-7581,-7871,-3.61
UAE_139,2024-08,5842,6082,-1579,-1414,4.11
UAE_139,2024-09,10732,11226,-6994,-7257,4.6
UAE_139,2024-10,6167,6201,-6695,-6943,0.55
UAE_139,2024-11,9005,9330,-5712,-5999,3.61
UAE_139,2024-12,4235,4235,-8842,-10111,0.0
UAE_139,2025-01,10634,10360,-7813,-6878,-2.58
UAE_139,2025-02,4532,4444,-4526,-4002,-1.94
UAE_139,2025-03,19176,17632,-6485,-5814,-8.05
UAE_139,2025-04,2239,2427,-2362,-2726,8.4
UAE_139,2025-05,10619,10080,-5005,-5497,-5.08
UAE_139,2025-06,15892,17465,-7900,-7397,9.9
UAE_139,2025-07,9983,9746,-12318,-13019,-2.37
UAE_139,2025-08,3238,3187,-7593,-7453,-1.58
UAE_139,2025-09,33814,33353,-4606,-5102,-1.36
UAE_139,2025-10,4432,4837,-3175,-3131,9.14
UAE_139,2025-11,2117,2345,-8646,-9020,10.77
UAE_139,2025-12,4056,4100,-7523,-7216,1.08
UAE_140,2023-01,3055,3224,-4381,-3851,5.53
UAE_140,2023-02,8537,8549,-5350,-5130,0.14
UAE_140,2023-03,9661,10294,-4213,-4217,6.55
UAE_140,2023-04,3041,3253,-9090,-8919,6.97
UAE_140,2023-05,7975,7772,-6171,-5843,-2.55
UAE_140,2023-06,4201,4637,-13572,-11998,10.38
UAE_140,2023-07,4363,4438,-2824,-2646,1.72
UAE_140,2023-08,3045,3293,-7820,-8903,8.14
UAE_140,2023-09,1560,1500,-8603,-8506,-3.85
UAE_140,2023-10,14757,13647,-8978,-8261,-7.52
UAE_140,2023-11,3183,3210,-4633,-4854,0.85
UAE_140,2023-12,6586,6319,-6739,-7275,-4.05
UAE_140,2024-01,1859,1812,-8518,-8407,-2.53
UAE_140,2024-02,2189,2013,-6648,-7195,-8.04
UAE_140,2024-03,8783,8292,-2967,-2849,-5.59
UAE_140,2024-04,5469,5385,-9981,-10206,-1.54
UAE_140,2024-05,3960,3705,-9589,-9765,-6.44
UAE_140,2024-06,4464,4095,-3764,-3289,-8.27
UAE_140,2024-07,2072,2192,-5679,-5667,5.79
UAE_140,2024-08,1875,1987,-5610,-5491,5.97
UAE_140,2024-09,2338,2351,-6512,-6838,0.56
UAE_140,2024-10,3985,4121,-7108,-8089,3.41
UAE_140,2024-11,1602,1555,-7883,-8091,-2.93
UAE_140,2024-12,2824,2860,-8619,-7608,1.27
UAE_140,2025-01,3317,3414,-2845,-2756,2.92
UAE_140,2025-02,1577,1559,-4288,-4827,-1.14
UAE_140,2025-03,3629,3564,-5860,-5144,-1.79
UAE_140,2025-04,4687,4723,-2118,-1870,0.77
UAE_140,2025-05,5469,5214,-9879,-10415,-4.66
UAE_140,2025-06,2235,2364,-3014,-2892,5.77
UAE_140,2025-07,10487,11411,-4485,-4737,8.81
UAE_140,2025-08,4489,4979,-7791,-7539,10.92
UAE_140,2025-09,5701,5694,-796,-912,-0.12
UAE_140,2025-10,4077,4016,-10433,-9770,-1.5
UAE_140,2025-11,4912,4753,-4028,-4388,-3.24
UAE_140,2025-12,1385,1366,-8479,-9115,-1.37
UAE_141,2023-01,2158,2286,-4984,-4678,5.93
UAE_141,2023-02,2640,2433,-2972,-3303,-7.84
UAE_141,2023-03,1703,1553,-1882,-1803,-8.81
UAE_141,2023-04,1179,1201,-4520,-4750,1.87
UAE_141,2023-05,5819,5926,-8317,-8312,1.84
UAE_141,2023-06,1987,2189,-1422,-1616,10.17
UAE_141,2023-07,3262,3003,-4084,-4786,-7.94
UAE_141,2023-08,1781,1730,-6952,-6173,-2.86
UAE_141,2023-09,1733,1778,-7027,-6438,2.6
UAE_141,2023-10,1387,1284,-4566,-4595,-7.43
UAE_141,2023-11,1252,1175,-6262,-5968,-6.15
UAE_141,2023-12,2245,2373,-3348,-2919,5.7
UAE_141,2024-01,2586,2411,-2125,-2081,-6.77
UAE_141,2024-02,1400,1281,-2926,-2677,-8.5
UAE_141,2024-03,1505,1568,-1135,-1006,4.19
UAE_141,2024-04,993,1053,-5711,-5778,6.04
UAE_141,2024-05,2883,2845,-3755,-4107,-1.32
UAE_141,2024-06,1763,1951,-2157,-1915,10.66
UAE_141,2024-07,3158,3148,-4628,-4576,-0.32
UAE_141,2024-08,3576,3697,-3939,-4316,3.38
UAE_141,2024-09,3062,2984,-3470,-3716,-2.55
UAE_141,2024-10,1323,1326,-3501,-3764,0.23
UAE_141,2024-11,2346,2487,-2633,-2607,6.01
UAE_141,2024-12,2158,2197,-1217,-1071,1.81
UAE_141,2025-01,1377,1436,-4961,-5825,4.28
UAE_141,2025-02,1609,1727,-5263,-5162,7.33
UAE_141,2025-03,988,911,-4674,-5286,-7.79
UAE_141,2025-04,2085,2169,-2378,-2193,4.03
UAE_141,2025-05,1219,1237,-2732,-2875,1.48
UAE_141,2025-06,2898,2953,-5270,-4778,1.9
UAE_141,2025-07,1658,1753,-7288,-6606,5.73
UAE_141,2025-08,1317,1378,-3809,-4146,4.63
UAE_141,2025-09,2906,2654,-6154,-7104,-8.67
UAE_141,2025-10,3418,3316,-7154,-7091,-2.98
UAE_141,2025-11,6042,5699,-7197,-6269,-5.68
UAE_141,2025-12,1226,1191,-2013,-2341,-2.85
UAE_142,2023-01,7045,7310,-8610,-7736,3.76
UAE_142,2023-02,13063,12563,-14318,-14836,-3.83
UAE_142,2023-03,14920,14856,-6614,-6891,-0.43
UAE_142,2023-04,4091,4287,-7872,-7816,4.79
UAE_142,2023-05,7058,6774,-6951,-6983,-4.02
UAE_142,2023-06,10323,9982,-11225,-11555,-3.3
UAE_142,2023-07,15616,15343,-17058,-14945,-1.75
UAE_142,2023-08,25815,27224,-9648,-9603,5.46
UAE_142,2023-09,5371,5157,-10899,-9845,-3.98
UAE_142,2023-10,33493,31209,-14503,-13590,-6.82
UAE_142,2023-11,6110,5857,-13776,-13331,-4.14
UAE_142,2023-12,21840,20695,-6711,-6158,-5.24
UAE_142,2024-01,7994,7807,-5651,-4921,-2.34
UAE_142,2024-02,14203,14836,-4166,-4271,4.46
UAE_142,2024-03,8429,8662,-9889,-8884,2.76
UAE_142,2024-04,31411,29191,-7874,-7770,-7.07
UAE_142,2024-05,7725,8390,-8493,-7557,8.61
UAE_142,2024-06,26435,27013,-4848,-4479,2.19
UAE_142,2024-07,103406,109673,6617,6231,6.06
UAE_142,2024-08,11602,10976,-5721,-5839,-5.4
UAE_142,2024-09,46776,45104,-18243,-19148,-3.57
UAE_142,2024-10,18431,20416,-23525,-25026,10.77
UAE_142,2024-11,59292,57009,-12449,-12887,-3.85
UAE_142,2024-12,14332,14418,-8657,-8130,0.6
UAE_142,2025-01,6667,6937,-5882,-5740,4.05
UAE_142,2025-02,9294,9478,-16457,-16158,1.98
UAE_142,2025-03,9646,9849,-3895,-3430,2.1
UAE_142,2025-04,22867,21174,-152,-177,-7.4
UAE_142,2025-05,107457,117723,232,220,9.55
UAE_142,2025-06,58758,61505,-11040,-10299,4.68
UAE_142,2025-07,75324,72875,-4184,-3711,-3.25
UAE_142,2025-08,50343,54545,-23066,-20059,8.35
UAE_142,2025-09,61075,59448,-5439,-5756,-2.66
UAE_142,2025-10,91555,93654,-6399,-7079,2.29
UAE_142,2025-11,52399,55042,-5928,-5892,5.04
UAE_142,2025-12,16642,16787,-7023,-7157,0.87
UAE_143,2023-01,21067,23169,-6174,-7007,9.98
UAE_143,2023-02,293155,314350,43937,38957,7.23
UAE_143,2023-03,108373,113650,-22212,-21161,4.87
UAE_143,2023-04,408271,393102,33498,34527,-3.72
UAE_143,2023-05,275218,289010,23022,20393,5.01
UAE_143,2023-06,487994,470428,95790,112059,-3.6
UAE_143,2023-07,171010,162586,-13709,-13482,-4.93
UAE_143,2023-08,222428,226898,2017,2344,2.01
UAE_143,2023-09,350228,366059,28664,25979,4.52
UAE_143,2023-10,458239,444407,58389,63521,-3.02
UAE_143,2023-11,109961,109072,-3478,-3933,-0.81
UAE_143,2023-12,208296,203030,10262,10883,-2.53
UAE_143,2024-01,181088,167585,4274,4022,-7.46
UAE_143,2024-02,58527,55251,3627,3498,-5.6
UAE_143,2024-03,15591,15750,-14610,-12753,1.02
UAE_143,2024-04,301873,327148,37800,32922,8.37
UAE_143,2024-05,211897,224937,-715,-639,6.15
UAE_143,2024-06,367960,357455,52897,57918,-2.85
UAE_143,2024-07,152826,148500,-6046,-5989,-2.83
UAE_143,2024-08,45649,48564,-6480,-5937,6.39
UAE_143,2024-09,326847,316232,6193,6011,-3.25
UAE_143,2024-10,116465,106954,12775,14286,-8.17
UAE_143,2024-11,311066,321993,72256,64487,3.51
UAE_143,2024-12,260204,240365,19528,17375,-7.62
UAE_143,2025-01,231579,218104,9383,8779,-5.82
UAE_143,2025-02,229743,211550,46630,45214,-7.92
UAE_143,2025-03,95835,99834,-30427,-30506,4.17
UAE_143,2025-04,249300,228392,36249,40851,-8.39
UAE_143,2025-05,261104,271093,566,581,3.83
UAE_143,2025-06,420496,390142,56321,54109,-7.22
UAE_143,2025-07,309699,313593,20898,22948,1.26
UAE_143,2025-08,528218,519477,16221,18534,-1.65
UAE_143,2025-09,468801,458797,122148,115364,-2.13
UAE_143,2025-10,105827,109280,-4827,-5006,3.26
UAE_143,2025-11,23663,26035,-7734,-8019,10.02
UAE_143,2025-12,157258,160898,16307,14694,2.31
UAE_144,2023-01,2901,2667,-6022,-5987,-8.07
UAE_144,2023-02,2392,2302,-2067,-1878,-3.76
UAE_144,2023-03,13468,12690,-7797,-7662,-5.78
UAE_144,2023-04,1392,1402,-4535,-3972,0.72
UAE_144,2023-05,5097,4774,-6880,-7050,-6.34
UAE_144,2023-06,2816,2883,-7221,-7884,2.38
UAE_144,2023-07,22997,23189,-7353,-7338,0.83
UAE_144,2023-08,2013,2092,-6218,-5972,3.92
UAE_144,2023-09,8727,9455,-7577,-7253,8.34
UAE_144,2023-10,3178,3281,-6008,-5692,3.24
UAE_144,2023-11,4016,3721,-3951,-3640,-7.35
UAE_144,2023-12,3740,3705,-5611,-4977,-0.94
UAE_144,2024-01,2762,2842,-2076,-2116,2.9
UAE_144,2024-02,3019,2748,-3651,-3691,-8.98
UAE_144,2024-03,1302,1307,-5701,-6164,0.38
UAE_144,2024-04,3817,3636,-7437,-7449,-4.74
UAE_144,2024-05,5313,5413,-6197,-5398,1.88
UAE_144,2024-06,9994,9466,-10297,-9098,-5.28
UAE_144,2024-07,2235,2252,-4849,-5577,0.76
UAE_144,2024-08,11070,12048,-12019,-11572,8.83
UAE_144,2024-09,6033,5769,-8651,-7707,-4.38
UAE_144,2024-10,2396,2183,-6765,-6285,-8.89
UAE_144,2024-11,3043,2895,-7504,-7817,-4.86
UAE_144,2024-12,2709,2906,-4278,-4765,7.27
UAE_144,2025-01,4076,3834,-1453,-1388,-5.94
UAE_144,2025-02,5057,4971,-7134,-7129,-1.7
UAE_144,2025-03,18659,17354,-7294,-6939,-6.99
UAE_144,2025-04,6418,6444,-5093,-5144,0.41
UAE_144,2025-05,5026,5130,-12282,-12401,2.07
UAE_144,2025-06,3189,3414,-2650,-2678,7.06
UAE_144,2025-07,6150,6689,-7967,-7089,8.76
UAE_144,2025-08,8201,7992,-9573,-10858,-2.55
UAE_144,2025-09,2552,2543,-3221,-3095,-0.35
UAE_144,2025-10,3334,3267,-2168,-2346,-2.01
UAE_144,2025-11,5533,5449,-6478,-6090,-1.52
UAE_144,2025-12,4566,4664,-4002,-4227,2.15
UAE_145,2023-01,1207,1162,-3662,-3252,-3.73
UAE_145,2023-02,2616,2402,-2265,-2503,-8.18
UAE_145,2023-03,2814,2748,-3966,-3914,-2.35
UAE_145,2023-04,2251,2245,-3104,-3118,-0.27
UAE_145,2023-05,2027,2217,-4392,-4194,9.37
UAE_145,2023-06,2232,2199,-1366,-1541,-1.48
UAE_145,2023-07,2040,1997,-9715,-8690,-2.11
UAE_145,2023-08,2071,2290,-6807,-7824,10.57
UAE_145,2023-09,1011,1002,-2510,-2267,-0.89
UAE_145,2023-10,1657,1511,-4039,-4571,-8.81
UAE_145,2023-11,2091,2116,-7167,-6649,1.2
UAE_145,2023-12,3865,3696,-6061,-5432,-4.37
UAE_145,2024-01,822,779,-1139,-1176,-5.23
UAE_145,2024-02,1246,1199,-2962,-3385,-3.77
UAE_145,2024-03,2185,2173,-3088,-2881,-0.55
UAE_145,2024-04,2671,2688,-2695,-2955,0.64
UAE_145,2024-05,4634,4435,-6632,-6078,-4.29
UAE_145,2024-06,2625,2779,-8136,-7372,5.87
UAE_145,2024-07,2646,2447,-3367,-3110,-7.52
UAE_145,2024-08,2384,2496,-7127,-7782,4.7
UAE_145,2024-09,1472,1471,-3154,-3132,-0.07
UAE_145,2024-10,1730,1767,-2428,-2613,2.14
UAE_145,2024-11,1364,1288,-5374,-5478,-5.57
UAE_145,2024-12,1862,1787,-3834,-3916,-4.03
UAE_145,2025-01,2396,2569,-4690,-4197,7.22
UAE_145,2025-02,2553,2706,-1832,-2143,5.99
UAE_145,2025-03,3481,3184,-1236,-1310,-8.53
UAE_145,2025-04,1777,1827,-5549,-5029,2.81
UAE_145,2025-05,3663,3996,-6006,-5373,9.09
UAE_145,2025-06,5719,6260,-4750,-4335,9.46
UAE_145,2025-07,3473,3264,-5250,-4682,-6.02
UAE_145,2025-08,2800,3084,-1253,-1403,10.14
UAE_145,2025-09,2759,2746,-6071,-6193,-0.47
UAE_145,2025-10,2449,2373,-2064,-2105,-3.1
UAE_145,2025-11,2782,3037,-3011,-3490,9.17
UAE_145,2025-12,1504,1546,-2329,-2251,2.79
UAE_146,2023-01,4415,4584,-4130,-4712,3.83
UAE_146,2023-02,705,773,-2690,-2850,9.65
UAE_146,2023-03,1020,957,-1925,-1962,-6.18
UAE_146,2023-04,1539,1500,-4813,-4674,-2.53
UAE_146,2023-05,1354,1318,-4093,-4433,-2.66
UAE_146,2023-06,1711,1760,-8091,-8090,2.86
UAE_146,2023-07,2781,2879,-4792,-5621,3.52
UAE_146,2023-08,2924,2997,-6372,-5628,2.5
UAE_146,2023-09,4134,4062,-5544,-6122,-1.74
UAE_146,2023-10,1793,1868,-2616,-3070,4.18
UAE_146,2023-11,1568,1455,-5936,-6239,-7.21
UAE_146,2023-12,2467,2583,-861,-899,4.7
UAE_146,2024-01,1240,1248,-3756,-3704,0.65
UAE_146,2024-02,1363,1303,-4243,-4896,-4.4
UAE_146,2024-03,881,812,-5328,-5053,-7.83
UAE_146,2024-04,2142,2075,-6319,-5900,-3.13
UAE_146,2024-05,3149,3020,-1462,-1471,-4.1
UAE_146,2024-06,2674,2664,-8170,-7646,-0.37
UAE_146,2024-07,3716,3416,-2321,-2329,-8.07
UAE_146,2024-08,3185,3026,-6818,-6277,-4.99
UAE_146,2024-09,2095,1925,-5728,-5272,-8.11
UAE_146,2024-10,2640,2588,-1588,-1629,-1.97
UAE_146,2024-11,1537,1471,-6026,-5711,-4.29
UAE_146,2024-12,1016,1097,-6285,-6305,7.97
UAE_146,2025-01,2702,2485,-4048,-4665,-8.03
UAE_146,2025-02,846,913,-6931,-6931,7.92
UAE_146,2025-03,1721,1622,-5128,-4771,-5.75
UAE_146,2025-04,2794,2660,-1837,-1865,-4.8
UAE_146,2025-05,3647,3500,-5791,-6022,-4.03
UAE_146,2025-06,3333,3393,-6081,-6844,1.8
UAE_146,2025-07,2149,2294,-3997,-3530,6.75
UAE_146,2025-08,1880,1858,-6824,-6093,-1.17
UAE_146,2025-09,3354,3490,-2257,-2149,4.05
UAE_146,2025-10,2721,2579,-3630,-3410,-5.22
UAE_146,2025-11,2974,3145,-6544,-5934,5.75
UAE_146,2025-12,1458,1437,-4998,-4865,-1.44
UAE_147,2023-01,1473,1513,-5269,-5311,2.72
UAE_147,2023-02,1070,1013,-3297,-3565,-5.33
UAE_147,2023-03,2487,2529,-3177,-3464,1.69
UAE_147,2023-04,5148,5679,-5628,-6559,10.31
UAE_147,2023-05,2299,2324,-2825,-2716,1.09
UAE_147,2023-06,873,964,-6319,-6032,10.42
UAE_147,2023-07,3077,2896,-2965,-2863,-5.88
UAE_147,2023-08,1839,1903,-3103,-3095,3.48
UAE_147,2023-09,2271,2353,-1493,-1742,3.61
UAE_147,2023-10,1198,1234,-4072,-3896,3.01
UAE_147,2023-11,2242,2489,-3051,-2999,11.02
UAE_147,2023-12,789,797,-4645,-5029,1.01
UAE_147,2024-01,2098,1957,-1109,-1282,-6.72
UAE_147,2024-02,1047,1163,-2220,-2394,11.08
UAE_147,2024-03,1045,982,-2906,-3374,-6.03
UAE_147,2024-04,2236,2355,-2986,-3361,5.32
UAE_147,2024-05,1671,1563,-4613,-5381,-6.46
UAE_147,2024-06,2075,2253,-6287,-5855,8.58
UAE_147,2024-07,3933,3945,-7440,-8123,0.31
UAE_147,2024-08,1319,1241,-4997,-4443,-5.91
UAE_147,2024-09,2025,1988,-3355,-3906,-1.83
